t_s,avg_q,drop_rate_per_s,backlog_pkts,throughput_mbps,max_p,target_ms,limit_pkts
45.47,2.1,157.0,13,9.988,0.01,4.84,993
45.98,2.2,143.1,11,10.016,0.01,4.84,993
46.48,2.2,133.0,13,9.98,0.01,4.84,993
46.98,2.2,137.1,10,10.012,0.01,4.84,993
47.49,2.2,133.1,12,10.007,0.01,4.84,993
47.99,2.2,161.1,15,9.997,0.01,4.84,993
48.49,2.3,135.2,14,9.994,0.01,4.84,993
49.0,2.3,141.0,13,10.005,0.01,4.84,993
49.5,2.3,155.0,12,9.989,0.01,4.84,993
50.0,2.3,165.0,17,10.016,0.01,4.84,993
50.51,2.4,149.1,14,9.993,0.01,4.84,993
51.01,2.4,180.8,9,10.011,0.01,4.84,993
51.51,2.4,149.1,15,9.994,0.01,4.84,993
52.01,2.4,165.0,11,9.995,0.01,4.84,993
52.52,2.4,141.2,11,9.995,0.01,4.84,993
53.02,2.4,162.8,10,10.003,0.01,4.84,993
53.52,2.5,168.9,14,10.012,0.01,4.84,993
54.03,2.5,119.3,14,9.991,0.01,4.84,993
54.53,2.5,151.1,15,9.995,0.01,4.84,993
55.03,2.5,172.8,12,10.007,0.01,4.84,993
55.54,2.6,149.0,14,9.989,0.01,4.84,993
56.04,2.6,157.0,12,10.014,0.01,4.84,993
56.54,2.6,127.2,14,9.991,0.01,4.84,993
57.05,2.6,154.9,15,10.008,0.01,4.84,993
57.55,2.6,131.3,12,9.997,0.01,4.84,993
58.05,2.7,155.0,13,9.992,0.01,4.84,993
58.56,2.7,156.8,16,10.004,0.01,4.84,993
59.06,2.7,142.9,14,10.002,0.01,4.84,993
59.56,2.7,145.0,12,10.01,0.01,4.84,993
60.07,2.8,163.0,10,9.992,0.01,4.84,993
60.57,2.8,127.2,11,9.993,0.01,4.84,993
61.07,2.8,161.0,9,10.013,0.01,4.84,993
61.58,2.8,127.1,11,9.986,0.01,4.84,993
62.08,2.8,141.1,12,10.014,0.01,4.84,993
62.58,2.8,143.1,14,9.989,0.01,4.84,993
63.09,2.9,172.8,10,10.009,0.01,4.84,993
63.59,2.9,135.1,16,9.984,0.01,4.84,993
64.09,2.9,182.8,12,10.012,0.01,4.84,993
64.6,2.9,170.9,11,9.986,0.01,4.84,993
65.1,2.9,155.0,13,10.01,0.01,4.84,993
65.6,3.0,131.1,17,10.008,0.01,4.84,993
66.11,3.0,160.9,12,9.961,0.01,4.84,993
66.61,3.0,184.7,14,10.033,0.01,4.84,993
67.11,3.0,153.1,18,9.994,0.01,4.84,993
67.62,3.0,165.0,11,10.014,0.01,4.84,993
68.12,3.1,139.0,13,9.982,0.01,4.84,993
68.62,3.1,155.0,15,10.01,0.01,4.84,993
69.13,3.1,182.8,9,9.965,0.01,4.84,993
69.63,3.1,137.0,12,10.028,0.01,4.84,993
70.13,3.1,150.9,18,10.007,0.01,4.84,993
70.64,3.2,156.9,13,10.006,0.01,4.84,993
71.14,3.2,135.2,14,9.993,0.01,4.84,993
71.64,3.2,178.0,10,9.99,0.01,4.84,993
72.16,3.2,152.6,15,9.973,0.01,4.84,993
72.66,3.3,160.9,14,10.034,0.01,4.84,993
73.16,3.3,131.2,14,10.014,0.01,4.84,993
73.67,3.3,132.9,11,9.997,0.01,4.84,993
74.17,3.3,165.4,13,9.992,0.01,4.84,993
74.68,3.3,157.8,17,9.985,0.01,4.84,993
75.18,3.4,139.8,14,9.996,0.01,4.84,993
75.69,3.4,156.1,12,10.002,0.01,4.84,993
76.2,3.4,162.3,13,10.022,0.01,4.84,993
76.7,3.4,141.2,14,9.993,0.01,4.84,993
77.21,3.4,160.1,8,9.982,0.01,4.84,993
77.71,3.4,134.1,10,10.007,0.01,4.84,993
78.22,3.5,152.0,13,9.993,0.01,4.84,993
78.73,3.5,135.0,14,10.006,0.01,4.84,993
79.23,3.5,171.3,13,9.991,0.01,4.84,993
79.74,3.5,149.9,16,10.012,0.01,4.84,993
80.24,3.5,139.8,15,9.995,0.01,4.84,993
80.75,3.6,179.1,14,10.013,0.01,4.84,993
81.26,3.6,157.7,12,9.982,0.01,4.84,993
81.77,3.6,151.8,13,10.008,0.01,4.84,993
82.27,3.6,128.2,15,10.009,0.01,4.84,993
82.78,3.6,139.1,15,9.989,0.01,4.84,993
83.29,3.7,166.2,9,10.015,0.01,4.84,993
83.79,3.7,133.0,12,10.003,0.01,4.84,993
84.29,3.7,140.0,15,9.983,0.01,4.84,993
84.8,3.7,150.9,13,10.007,0.01,4.84,993
85.31,3.7,159.5,14,9.993,0.01,4.84,993
85.81,3.8,149.7,13,9.998,0.01,4.84,993
86.32,3.8,148.9,10,10.0,0.01,4.84,993
86.82,3.8,145.8,10,10.024,0.01,4.84,993
87.33,3.8,134.2,17,9.99,0.01,4.84,993
87.84,3.8,153.9,12,9.99,0.01,4.84,993
88.35,3.8,156.9,9,10.01,0.01,4.84,993
88.85,3.9,151.8,14,9.984,0.01,4.84,993
89.36,3.9,141.0,15,10.027,0.01,4.84,993
89.86,3.9,184.3,14,9.984,0.01,4.84,993
90.36,3.9,169.6,11,10.006,0.01,4.84,993
90.87,3.9,138.1,15,9.991,0.01,4.84,993
91.38,3.9,141.0,10,10.003,0.01,4.84,993
91.88,4.0,117.1,17,10.002,0.01,4.84,993
92.39,4.0,138.7,13,9.986,0.01,4.84,993
92.89,4.0,131.2,12,10.014,0.01,4.84,993
93.39,4.0,154.9,11,10.003,0.01,4.84,993
93.9,4.0,120.6,15,9.984,0.01,4.84,993
94.4,4.0,147.1,9,10.016,0.01,4.84,993
94.91,4.1,169.5,14,10.002,0.01,4.84,993
95.41,4.1,144.1,13,9.997,0.01,4.84,993
95.92,4.1,154.9,7,10.005,0.01,4.84,993
96.42,4.1,151.1,9,9.992,0.01,4.84,993
96.93,4.1,139.1,11,10.009,0.01,4.84,993
97.43,4.1,143.1,15,9.991,0.01,4.84,993
97.93,4.2,161.8,14,9.992,0.01,4.84,993
98.44,4.2,162.9,15,10.01,0.01,4.84,993
98.94,4.2,135.2,15,9.993,0.01,4.84,993
99.45,4.2,153.0,10,10.014,0.01,4.84,993
99.95,4.2,137.1,10,9.986,0.01,4.84,993
100.45,4.2,144.9,11,10.003,0.01,4.84,993
100.96,4.3,139.2,11,9.994,0.01,4.84,993
101.46,4.3,140.8,12,10.017,0.01,4.84,993
101.96,4.3,139.0,12,9.983,0.01,4.84,993
102.47,4.3,135.1,12,10.01,0.01,4.84,993
102.97,4.3,154.8,13,10.0,0.01,4.84,993
103.47,4.3,137.9,14,9.999,0.01,4.84,993
103.98,4.4,144.1,13,9.995,0.01,4.84,993
104.49,4.4,136.4,14,10.008,0.01,4.84,993
104.99,4.4,159.3,10,9.98,0.01,4.84,993
105.5,4.4,148.7,12,10.015,0.01,4.84,993
106.01,4.4,161.9,10,9.995,0.01,4.84,993
106.51,4.4,151.9,14,10.012,0.01,4.84,993
107.02,4.5,130.1,16,9.983,0.01,4.84,993
107.53,4.5,150.9,13,10.003,0.01,4.84,993
108.03,4.5,144.3,15,10.011,0.01,4.84,993
108.54,4.5,163.6,15,10.005,0.01,4.84,993
109.04,4.5,149.8,7,10.005,0.01,4.84,993
109.55,4.5,141.1,12,9.991,0.01,4.84,993
110.05,4.5,148.0,11,9.99,0.01,4.84,993
110.56,4.6,140.9,15,9.997,0.01,4.84,993
111.07,4.6,163.1,8,9.998,0.01,4.84,993
111.57,4.6,114.3,14,10.005,0.01,4.84,993
112.08,4.6,140.1,13,10.017,0.01,4.84,993
112.59,4.6,154.1,15,9.98,0.01,4.84,993
113.09,4.6,130.8,10,10.013,0.01,4.84,993
113.6,4.7,152.0,12,9.995,0.01,4.84,993
114.1,4.7,148.6,14,10.006,0.01,4.84,993
114.61,4.7,178.9,13,9.993,0.01,4.84,993
115.11,4.7,170.9,6,10.015,0.01,4.84,993
115.62,4.7,109.3,13,9.987,0.01,4.84,993
116.12,4.7,148.3,13,9.985,0.01,4.84,993
116.62,4.7,153.0,16,10.01,0.01,4.84,993
117.13,4.8,183.5,11,9.987,0.01,4.84,993
117.64,4.8,154.7,12,10.02,0.01,4.84,993
118.14,4.8,161.8,11,9.992,0.01,4.84,993
118.65,4.8,139.0,12,10.005,0.01,4.84,993
119.15,4.8,161.5,11,9.993,0.01,4.84,993
119.66,4.8,137.1,12,10.012,0.01,4.84,993
120.16,4.8,151.1,16,9.995,0.01,4.84,993
120.66,4.9,131.2,11,10.013,0.01,4.84,993
121.17,4.9,163.6,12,9.982,0.01,4.84,993
121.67,4.9,134.2,10,9.994,0.01,4.84,993
122.18,4.9,156.9,10,10.005,0.01,4.84,993
122.68,4.9,137.0,15,10.006,0.01,4.84,993
123.19,4.9,159.7,15,10.008,0.01,4.84,993
123.69,4.9,151.6,9,9.995,0.01,4.84,993
124.2,5.0,138.5,12,9.995,0.01,4.84,993
124.71,5.0,153.0,15,10.011,0.01,4.84,993
125.21,5.0,135.2,7,9.99,0.01,4.84,993
125.71,5.0,135.1,11,10.012,0.01,4.84,993
126.22,5.0,135.9,19,9.973,0.01,4.84,993
126.73,5.0,147.0,12,10.03,0.01,4.84,993
127.23,5.1,144.1,12,9.972,0.01,4.84,993
127.74,5.1,142.8,18,9.992,0.01,4.84,993
128.24,5.1,145.9,12,10.008,0.01,4.84,993
128.75,5.1,157.7,12,10.002,0.01,4.84,993
129.25,5.1,139.1,13,10.011,0.01,4.84,993
129.76,5.1,126.4,14,9.978,0.01,4.84,993
130.26,5.2,154.6,12,10.014,0.01,4.84,993
130.77,5.2,156.9,13,10.008,0.01,4.84,993
131.27,5.2,146.9,15,10.004,0.01,4.84,993
131.78,5.2,139.1,15,10.012,0.01,4.84,993
132.28,5.2,148.3,11,9.984,0.01,4.84,993
132.78,5.2,151.8,12,10.003,0.01,4.84,993
133.29,5.2,163.0,9,9.991,0.01,4.84,993
133.79,5.3,130.1,17,10.003,0.01,4.84,993
134.3,5.3,159.5,10,9.992,0.01,4.84,993
134.81,5.3,128.0,11,9.997,0.01,4.84,993
135.32,5.3,178.7,9,10.007,0.01,4.84,993
135.82,5.3,138.3,12,9.976,0.01,4.84,993
136.33,5.3,136.3,15,10.025,0.01,4.84,993
136.83,5.3,139.9,16,9.974,0.01,4.84,993
137.34,5.4,163.0,15,10.04,0.01,4.84,993
137.84,5.4,151.0,16,10.009,0.01,4.84,993
138.35,5.4,169.7,10,9.99,0.01,4.84,993
138.85,5.4,130.2,12,9.991,0.01,4.84,993
139.36,5.4,130.7,13,9.981,0.01,4.84,993
139.87,5.4,140.0,10,10.031,0.01,4.84,993
140.37,5.4,131.0,13,9.999,0.01,4.84,993
140.88,5.5,150.2,13,9.983,0.01,4.84,993
141.38,5.5,162.9,6,10.008,0.01,4.84,993
141.89,5.5,113.1,12,9.997,0.01,4.84,993
142.39,5.5,149.9,12,10.007,0.01,4.84,993
142.9,5.5,146.4,13,9.992,0.01,4.84,993
143.4,5.5,140.9,15,9.999,0.01,4.84,993
143.91,5.5,161.6,13,10.002,0.01,4.84,993
144.41,5.6,134.1,14,9.982,0.01,4.84,993
144.92,5.6,169.6,14,9.986,0.01,4.84,993
145.43,5.6,130.0,11,10.017,0.01,4.84,993
145.94,5.6,136.3,14,10.021,0.01,4.84,993
146.44,5.6,157.6,13,9.996,0.01,4.84,993
146.95,5.6,164.3,14,9.998,0.01,4.84,993
147.46,5.7,141.6,16,10.008,0.01,4.84,993
147.96,5.7,151.9,11,10.011,0.01,4.84,993
148.47,5.7,151.9,11,9.989,0.01,4.84,993
148.98,5.7,120.9,17,10.008,0.01,4.84,993
149.48,5.7,128.2,14,9.986,0.01,4.84,993
149.99,5.7,145.1,14,10.016,0.01,4.84,993
150.49,5.8,129.1,16,9.98,0.01,4.84,993
151.0,5.8,145.9,11,10.004,0.01,4.84,993
151.5,5.8,115.3,12,10.017,0.01,4.84,993
152.01,5.8,144.6,13,9.984,0.01,4.84,993
152.51,5.8,165.9,12,9.997,0.01,4.84,993
153.02,5.8,144.0,11,10.013,0.01,4.84,993
153.52,5.8,132.2,16,9.988,0.01,4.84,993
154.03,5.8,177.7,13,9.995,0.01,4.84,993
154.54,5.9,166.6,11,10.017,0.01,4.84,993
155.04,5.9,143.8,16,10.0,0.01,4.84,993
155.55,5.9,162.4,11,9.981,0.01,4.84,993
156.05,5.9,158.9,10,10.01,0.01,4.84,993
156.56,5.9,143.7,16,9.993,0.01,4.84,993
157.07,5.9,185.5,9,10.017,0.01,4.84,993
157.57,5.9,152.0,17,9.995,0.01,4.84,993
158.08,6.0,138.1,14,9.967,0.01,4.84,993
158.59,6.0,159.7,11,10.031,0.01,4.84,993
159.09,6.0,161.3,13,10.008,0.01,4.84,993
159.6,6.0,146.7,14,9.989,0.01,4.84,993
160.11,6.0,151.7,10,9.996,0.01,4.84,993
160.61,6.0,126.4,13,9.998,0.01,4.84,993
161.12,6.0,157.5,12,10.016,0.01,4.84,993
161.63,6.0,134.6,13,10.001,0.01,4.84,993
162.13,6.1,163.5,11,9.999,0.01,4.84,993
162.64,6.1,138.4,14,9.989,0.01,4.84,993
163.15,6.1,158.0,14,10.001,0.01,4.84,993
163.65,6.1,138.7,15,10.01,0.01,4.84,993
164.16,6.1,152.9,14,10.007,0.01,4.84,993
164.66,6.1,151.6,10,9.989,0.01,4.84,993
165.17,6.1,165.7,12,9.988,0.01,4.84,993
165.67,6.2,139.0,13,10.003,0.01,4.84,993
166.18,6.2,169.6,12,10.008,0.01,4.84,993
166.69,6.2,155.9,14,9.967,0.01,4.84,993
167.19,6.2,167.6,10,10.005,0.01,4.84,993
167.7,6.2,153.1,13,10.039,0.01,4.84,993
168.2,6.2,166.9,12,9.99,0.01,4.84,993
168.71,6.2,170.7,12,9.978,0.01,4.84,993
169.21,6.2,165.6,14,10.007,0.01,4.84,993
169.72,6.3,134.2,10,9.995,0.01,4.84,993
170.22,6.3,142.0,10,10.009,0.01,4.84,993
170.73,6.3,150.9,10,10.006,0.01,4.84,993
171.23,6.3,148.9,13,10.004,0.01,4.84,993
171.74,6.3,151.0,11,10.008,0.01,4.84,993
172.24,6.3,156.8,13,10.003,0.01,4.84,993
172.74,6.3,149.0,14,9.986,0.01,4.84,993
173.25,6.3,158.9,13,10.009,0.01,4.84,993
173.75,6.3,143.1,15,9.988,0.01,4.84,993
174.25,6.4,137.2,13,10.017,0.01,4.84,993
174.76,6.4,153.0,8,9.989,0.01,4.84,993
175.26,6.4,119.2,11,10.009,0.01,4.84,993
175.76,6.4,141.0,11,9.983,0.01,4.84,993
176.27,6.4,142.9,13,10.001,0.01,4.84,993
176.77,6.4,147.0,13,10.006,0.01,4.84,993
177.28,6.4,154.0,11,9.974,0.01,4.84,993
177.78,6.4,140.1,13,10.013,0.01,4.84,993
178.29,6.4,177.3,10,10.022,0.01,4.84,993
178.8,6.5,146.2,14,9.977,0.01,4.84,993
179.3,6.5,147.1,14,10.013,0.01,4.84,993
179.81,6.5,149.0,12,10.011,0.01,4.84,993
180.31,6.5,152.8,15,9.998,0.01,4.84,993
180.81,6.5,149.0,14,9.988,0.01,4.84,993
181.32,6.5,146.1,15,9.992,0.01,4.84,993
181.82,6.5,151.9,8,10.011,0.01,4.84,993
182.33,6.5,163.7,12,9.986,0.01,4.84,993
182.84,6.6,126.8,13,10.006,0.01,4.84,993
183.34,6.6,133.2,14,10.019,0.01,4.84,993
183.84,6.6,126.3,15,9.992,0.01,4.84,993
184.35,6.6,161.4,13,9.988,0.01,4.84,993
184.86,6.6,120.2,15,10.002,0.01,4.84,993
185.37,6.6,136.0,15,10.003,0.01,4.84,993
185.87,6.6,163.4,8,9.99,0.01,4.84,993
186.38,6.6,130.2,11,10.012,0.01,4.84,993
186.89,6.7,151.4,12,10.004,0.01,4.84,993
187.4,6.7,143.9,11,9.981,0.01,4.84,993
187.9,6.7,157.6,12,10.02,0.01,4.84,993
188.41,6.7,149.9,15,9.986,0.01,4.84,993
188.92,6.7,146.1,14,10.017,0.01,4.84,993
189.43,6.7,150.9,17,10.001,0.01,4.84,993
189.93,6.7,157.6,14,10.0,0.01,4.84,993
190.44,6.8,135.9,16,9.975,0.01,4.84,993
190.94,6.8,143.9,15,10.026,0.01,4.84,993
191.45,6.8,137.2,12,9.992,0.01,4.84,993
191.95,6.8,170.8,10,10.008,0.01,4.84,993
192.46,6.8,149.6,15,9.989,0.01,4.84,993
192.97,6.8,155.8,12,10.009,0.01,4.84,993
193.47,6.8,164.8,16,10.005,0.01,4.84,993
193.98,6.9,138.1,13,9.987,0.01,4.84,993
194.48,6.9,153.6,13,9.996,0.01,4.84,993
194.99,6.9,148.1,14,9.999,0.01,4.84,993
195.5,6.9,161.7,13,10.004,0.01,4.84,993
196.01,6.9,162.0,10,10.002,0.01,4.84,993
196.51,6.9,153.7,10,9.999,0.01,4.84,993
197.02,6.9,131.8,16,10.006,0.01,4.84,993
197.53,6.9,146.1,9,9.992,0.01,4.84,993
198.03,6.9,139.8,15,9.996,0.01,4.84,993
198.54,7.0,145.8,16,10.001,0.01,4.84,993
199.05,7.0,145.9,12,10.006,0.01,4.84,993
199.56,7.0,138.3,13,10.002,0.01,4.84,993
200.06,7.0,163.4,12,9.988,0.01,4.84,993
200.57,7.0,132.1,10,10.008,0.01,4.84,993
201.08,7.0,153.6,15,9.995,0.01,4.84,993
201.59,7.0,158.0,16,9.999,0.01,4.84,993
202.09,7.0,163.6,9,9.982,0.01,4.84,993
202.6,7.0,148.2,11,10.025,0.01,4.84,993
203.11,7.1,114.4,16,9.99,0.01,4.84,993
203.61,7.1,163.4,13,9.99,0.01,4.84,993
204.12,7.1,146.1,12,10.019,0.01,4.84,993
204.63,7.1,119.2,14,10.014,0.01,4.84,993
205.13,7.1,161.7,16,9.982,0.01,4.84,993
205.64,7.1,137.9,13,9.995,0.01,4.84,993
206.14,7.1,143.8,16,9.999,0.01,4.84,993
206.65,7.2,140.0,14,10.005,0.01,4.84,993
207.16,7.2,169.7,13,10.012,0.01,4.84,993
207.67,7.2,134.0,13,9.976,0.01,4.84,993
208.17,7.2,139.9,12,10.022,0.01,4.84,993
208.68,7.2,164.6,13,9.993,0.01,4.84,993
209.19,7.2,158.2,9,10.013,0.01,4.84,993
209.69,7.2,137.0,14,9.977,0.01,4.84,993
210.2,7.2,157.4,11,10.006,0.01,4.84,993
210.7,7.2,145.1,14,10.013,0.01,4.84,993
211.21,7.3,166.0,12,10.003,0.01,4.84,993
211.71,7.3,139.9,15,9.999,0.01,4.84,993
212.22,7.3,136.1,14,9.989,0.01,4.84,993
212.73,7.3,149.0,14,10.008,0.01,4.84,993
213.23,7.3,153.7,12,10.0,0.01,4.84,993
213.74,7.3,161.6,10,10.004,0.01,4.84,993
214.25,7.3,173.2,11,9.989,0.01,4.84,993
214.75,7.3,160.0,10,10.001,0.01,4.84,993
215.26,7.3,155.8,14,10.009,0.01,4.84,993
215.77,7.3,163.8,14,9.993,0.01,4.84,993
216.27,7.4,161.4,14,9.992,0.01,4.84,993
216.78,7.4,159.9,12,10.017,0.01,4.84,993
217.29,7.4,149.7,13,9.997,0.01,4.84,993
217.8,7.4,128.7,14,10.004,0.01,4.84,993
218.3,7.4,147.6,12,9.988,0.01,4.84,993
218.81,7.4,150.1,14,10.002,0.01,4.84,993
219.31,7.4,155.7,16,10.005,0.01,4.84,993
219.82,7.4,161.6,10,9.977,0.01,4.84,993
220.33,7.4,161.6,13,10.026,0.01,4.84,993
220.84,7.5,190.2,13,9.982,0.01,4.84,993
221.34,7.5,161.3,13,10.008,0.01,4.84,993
221.85,7.5,143.8,15,9.997,0.01,4.84,993
222.36,7.5,126.1,16,9.997,0.01,4.84,993
222.87,7.5,169.5,13,10.0,0.01,4.84,993
223.37,7.5,165.7,13,10.013,0.01,4.84,993
223.88,7.5,157.0,6,9.99,0.01,4.84,993
224.38,7.5,173.4,9,10.0,0.01,4.84,993
224.89,7.5,132.5,14,9.987,0.01,4.84,993
225.4,7.5,140.0,9,10.03,0.01,4.84,993
225.9,7.6,145.1,17,9.992,0.01,4.84,993
226.41,7.6,173.6,10,9.986,0.01,4.84,993
226.91,7.6,142.1,17,10.015,0.01,4.84,993
227.42,7.6,141.9,14,10.003,0.01,4.84,993
227.93,7.6,149.0,16,9.987,0.01,4.84,993
228.43,7.6,159.5,15,9.993,0.01,4.84,993
228.94,7.6,167.8,14,9.996,0.01,4.84,993
229.45,7.7,167.5,13,10.002,0.01,4.84,993
229.95,7.7,165.5,10,10.02,0.01,4.84,993
230.46,7.7,134.3,11,10.001,0.01,4.84,993
230.97,7.7,130.1,12,9.983,0.01,4.84,993
231.47,7.7,139.9,11,10.003,0.01,4.84,993
231.98,7.7,126.4,13,9.975,0.01,4.84,993
232.49,7.7,133.9,17,10.044,0.01,4.84,993
232.99,7.7,170.3,13,10.0,0.01,4.84,993
233.5,7.7,152.8,11,9.997,0.01,4.84,993
234.0,7.7,147.0,12,9.964,0.01,4.84,993
234.51,7.7,152.1,12,9.999,0.01,4.84,993
235.01,7.7,168.5,11,10.035,0.01,4.84,993
235.52,7.8,164.3,16,9.999,0.01,4.84,993
236.02,7.8,157.0,13,9.99,0.01,4.84,993
236.53,7.8,128.1,16,9.998,0.01,4.84,993
237.03,7.8,143.7,13,10.012,0.01,4.84,993
237.54,7.8,157.5,14,9.966,0.01,4.84,993
238.05,7.8,159.9,14,10.019,0.01,4.84,993
238.56,7.8,163.5,13,9.996,0.01,4.84,993
239.06,7.9,136.1,14,10.009,0.01,4.84,993
239.57,7.9,165.8,11,9.996,0.01,4.84,993
240.08,7.9,157.5,12,10.012,0.01,4.84,993
240.59,7.9,130.1,9,10.001,0.01,4.84,993
241.09,7.9,141.6,15,9.982,0.01,4.84,993
241.6,7.9,159.9,15,10.021,0.01,4.84,993
242.11,7.9,151.7,12,9.996,0.01,4.84,993
242.62,7.9,129.9,15,9.985,0.01,4.84,993
243.12,7.9,148.2,16,10.002,0.01,4.84,993
243.63,7.9,171.6,15,10.01,0.01,4.84,993
244.14,8.0,151.0,11,10.008,0.01,4.84,993
244.64,8.0,145.1,14,9.97,0.01,4.84,993
245.14,8.0,187.3,4,10.031,0.01,4.84,993
245.65,8.0,143.2,12,9.998,0.01,4.84,993
246.15,8.0,141.2,14,9.998,0.01,4.84,993
246.66,8.0,145.0,9,10.008,0.01,4.84,993
247.16,8.0,131.0,14,10.001,0.01,4.84,993
247.66,8.0,139.1,14,9.986,0.01,4.84,993
248.17,8.0,171.0,13,9.994,0.01,4.84,993
248.67,8.0,180.7,13,10.008,0.01,4.84,993
249.17,8.0,142.3,14,10.004,0.01,4.84,993
249.68,8.0,137.8,11,9.988,0.01,4.84,993
250.19,8.1,165.7,13,10.012,0.01,4.84,993
