t,wall,drop_rate,backlog,throughput_mbps,active_flows,elephant_flows,elephant_ratio,state,target_ms,limit_pkts,mode
36.14,06:28:10,2740.8,468,9.999,0,0,0.000,HEAVY,1.74,357,tc-only
36.65,06:28:11,2943.3,455,10.000,0,0,0.000,HEAVY,1.74,357,tc-only
37.19,06:28:12,3144.4,459,9.993,0,0,0.000,HEAVY,1.74,357,tc-only
37.71,06:28:12,3364.4,443,9.994,0,0,0.000,HEAVY,1.74,357,tc-only
38.22,06:28:13,3430.2,406,10.015,0,0,0.000,HEAVY,1.57,321,tc-only
38.74,06:28:13,3735.7,469,9.998,0,0,0.000,HEAVY,1.57,321,tc-only
39.24,06:28:14,3796.2,474,10.002,0,0,0.000,HEAVY,1.57,321,tc-only
39.75,06:28:14,4123.6,458,10.000,0,0,0.000,HEAVY,1.57,321,tc-only
40.25,06:28:15,4316.1,472,10.001,0,0,0.000,HEAVY,1.57,321,tc-only
40.93,06:28:15,2888.2,0,7.768,0,0,0.000,HEAVY,1.57,321,tc-only
41.43,06:28:16,795.9,259,10.134,0,0,0.000,MODERATE,1.57,321,tc-only
41.94,06:28:16,935.4,447,9.990,0,0,0.000,HEAVY,1.57,321,tc-only
42.69,06:28:17,625.0,66,10.002,0,0,0.000,MODERATE,1.57,321,tc-only
43.24,06:28:18,401.3,34,9.841,0,0,0.000,MODERATE,1.57,321,tc-only
43.75,06:28:18,104.9,485,9.580,0,0,0.000,HEAVY,1.57,321,tc-only
44.30,06:28:19,337.0,487,9.077,0,0,0.000,HEAVY,1.57,321,tc-only
44.81,06:28:19,613.7,485,11.010,0,0,0.000,HEAVY,1.57,321,tc-only
45.31,06:28:20,0.0,0,0.000,0,0,0.000,NORMAL,1.57,321,tc-only
