========================================================================
  Adaptive RED Controller  —  Floyd, Gummadi & Shenker (ICSI 2001)
  ns=ns_router  iface=veth_rs  duration=630s
  min_th=20  max_th=300  max_p=0.5
  W_Q=0.002  alpha=0.01  beta=0.9
========================================================================
  NOTE: Adaptive RED adapts max_p (drop prob) mapped to target/limit
  It does NOT use gradient prediction, eBPF, or workload profiles
========================================================================
  t(s)    avg_q       dr/s      bl    tput   max_p   target  limit   adj
 404.5     10.1      159.5      12    9.99   0.010    4.8ms    993     3
 405.0     10.1      153.5       9   10.01   0.010    4.8ms    993     3
 405.5     10.1      118.2      11    9.97   0.010    4.8ms    993     3
 406.0     10.1      167.5      12   10.02   0.010    4.8ms    993     3
 406.5     10.1      149.5      10   10.00   0.010    4.8ms    993     3
 407.0     10.1      134.1      12   10.01   0.010    4.8ms    993     3
 407.5     10.1      124.3      14    9.97   0.010    4.8ms    993     3
 408.1     10.1      143.8      12   10.02   0.010    4.8ms    993     3
 408.6     10.1      167.7      14   10.01   0.010    4.8ms    993     3
 409.1     10.1      134.2      12    9.99   0.010    4.8ms    993     3
 409.6     10.1      138.1      16    9.99   0.010    4.8ms    993     3
 410.1     10.1      145.7      13   10.01   0.010    4.8ms    993     3
 410.6     10.1      140.2      11   10.00   0.010    4.8ms    993     3
 411.1     10.1      159.6      10   10.00   0.010    4.8ms    993     3
 411.6     10.1      142.0      19   10.01   0.010    4.8ms    993     3
 412.1     10.1      157.5      14    9.99   0.010    4.8ms    993     3
 412.6     10.1      140.1      15    9.99   0.010    4.8ms    993     3
 413.1     10.1      141.8      15   10.00   0.010    4.8ms    993     3
 413.6     10.2      157.3      15   10.00   0.010    4.8ms    993     3
 414.1     10.2      139.7      14   10.01   0.010    4.8ms    993     3
 414.7     10.2      173.6      14    9.99   0.010    4.8ms    993     3
 415.2     10.2      160.1      12   10.01   0.010    4.8ms    993     3
 415.7     10.2      138.0      13   10.00   0.010    4.8ms    993     3
 416.2     10.2      136.8      11   10.01   0.010    4.8ms    993     3
 416.7     10.2      140.6       8   10.00   0.010    4.8ms    993     3
 417.2     10.2      130.9      12    9.99   0.010    4.8ms    993     3
 417.7     10.2      169.6      13    9.98   0.010    4.8ms    993     3
 418.2     10.2      146.1      12   10.00   0.010    4.8ms    993     3
 418.7     10.2      150.7      14   10.02   0.010    4.8ms    993     3
 419.2     10.2      170.8      14   10.01   0.010    4.8ms    993     3
 419.7     10.2      142.8      15    9.99   0.010    4.8ms    993     3
 420.2     10.2      161.6      18   10.00   0.010    4.8ms    993     3
 420.7     10.2      151.8      12    9.98   0.010    4.8ms    993     3
 421.2     10.2      161.5      11   10.02   0.010    4.8ms    993     3
 421.7     10.2      163.5      11    9.99   0.010    4.8ms    993     3
 422.2     10.3      139.8      15   10.00   0.010    4.8ms    993     3
 422.7     10.3      157.3      14   10.00   0.010    4.8ms    993     3
 423.3     10.3      141.9      15   10.00   0.010    4.8ms    993     3
 423.8     10.3      130.4      14   10.00   0.010    4.8ms    993     3
 424.3     10.3      185.1      12    9.99   0.010    4.8ms    993     3
 424.8     10.3      148.2      13   10.00   0.010    4.8ms    993     3
 425.3     10.3      152.6      14    9.99   0.010    4.8ms    993     3
 425.8     10.3      164.2      12   10.02   0.010    4.8ms    993     3
 426.3     10.3      138.4      14   10.01   0.010    4.8ms    993     3
 426.8     10.3      154.9      14   10.01   0.010    4.8ms    993     3
 427.3     10.3      161.7      13    9.99   0.010    4.8ms    993     3
 427.8     10.3      136.5      17    9.99   0.010    4.8ms    993     3
 428.3     10.3      141.9      16   10.00   0.010    4.8ms    993     3
 428.8     10.3      167.3       6    9.99   0.010    4.8ms    993     3
 429.3     10.3      163.4      15   10.01   0.010    4.8ms    993     3
 429.8     10.4      161.4      17   10.01   0.010    4.8ms    993     3
 430.3     10.4      161.9      12   10.00   0.010    4.8ms    993     3
 430.9     10.4      157.5      13    9.99   0.010    4.8ms    993     3
 431.4     10.4      159.6      10   10.00   0.010    4.8ms    993     3
 431.9     10.4      149.2      12   10.01   0.010    4.8ms    993     3
 432.4     10.4      116.6      14   10.00   0.010    4.8ms    993     3
 432.9     10.4      140.1       8    9.99   0.010    4.8ms    993     3
 433.4     10.4      141.8      12    9.97   0.010    4.8ms    993     3
 433.9     10.4      152.0      13   10.04   0.010    4.8ms    993     3
 434.4     10.4      131.8      13    9.99   0.010    4.8ms    993     3
 434.9     10.4      137.7      15    9.99   0.010    4.8ms    993     3
 435.4     10.4      171.2      16   10.01   0.010    4.8ms    993     3
 435.9     10.4      132.0      14   10.00   0.010    4.8ms    993     3
 436.4     10.4      163.5      10   10.02   0.010    4.8ms    993     3
 437.0     10.4      168.0      10    9.98   0.010    4.8ms    993     3
 437.5     10.4      149.0       7   10.03   0.010    4.8ms    993     3
 438.0     10.4      144.4      10    9.99   0.010    4.8ms    993     3
 438.5     10.4      163.0      13    9.99   0.010    4.8ms    993     3
 439.0     10.4      132.2      14    9.99   0.010    4.8ms    993     3
 439.5     10.4      139.1      14   10.01   0.010    4.8ms    993     3
 440.0     10.4      152.2      13    9.96   0.010    4.8ms    993     3
 440.5     10.4      149.6      10   10.03   0.010    4.8ms    993     3
 441.0     10.4      131.9      14    9.99   0.010    4.8ms    993     3
 441.5     10.4      137.2      10   10.02   0.010    4.8ms    993     3
 442.0     10.4      166.3      11   10.00   0.010    4.8ms    993     3
 442.5     10.4      140.3      10   10.00   0.010    4.8ms    993     3
 443.0     10.4      133.1      15    9.99   0.010    4.8ms    993     3
 443.5     10.4      178.7      11   10.01   0.010    4.8ms    993     3
 444.0     10.4      126.1      12   10.00   0.010    4.8ms    993     3
 444.5     10.5      148.4      14    9.99   0.010    4.8ms    993     3
 445.0     10.5      163.7      13   10.01   0.010    4.8ms    993     3
 445.5     10.5      144.5      16   10.00   0.010    4.8ms    993     3
 446.1     10.5      167.0      16    9.99   0.010    4.8ms    993     3
 446.6     10.5      136.2      12    9.99   0.010    4.8ms    993     3
 447.1     10.5      144.0      13    9.98   0.010    4.8ms    993     3
 447.6     10.5      146.0      17   10.03   0.010    4.8ms    993     3
 448.1     10.5      140.6      13    9.98   0.010    4.8ms    993     3
 448.6     10.5      129.9      10   10.01   0.010    4.8ms    993     3
 449.1     10.5      158.3      14    9.97   0.010    4.8ms    993     3
 449.6     10.5      165.3       9   10.01   0.010    4.8ms    993     3
 450.1     10.5      126.2      15   10.00   0.010    4.8ms    993     3
 450.6     10.5      144.1      12   10.01   0.010    4.8ms    993     3
 451.1     10.5      161.4      12    9.99   0.010    4.8ms    993     3
 451.6     10.5      157.3      11   10.00   0.010    4.8ms    993     3
 452.1     10.5      131.2      15    9.99   0.010    4.8ms    993     3
 452.6     10.5      152.4      11   10.02   0.010    4.8ms    993     3
 453.1     10.5      117.1      18   10.00   0.010    4.8ms    993     3
 453.7     10.6      170.8      13    9.98   0.010    4.8ms    993     3
 454.2     10.6      149.1      13    9.99   0.010    4.8ms    993     3
 454.7     10.6      170.7      11   10.02   0.010    4.8ms    993     3
 455.2     10.6      157.2      16    9.97   0.010    4.8ms    993     3
 455.7     10.6      136.3       7   10.02   0.010    4.8ms    993     3
 456.2     10.6      129.2      18    9.99   0.010    4.8ms    993     3
 456.7     10.6      148.6      17   10.01   0.010    4.8ms    993     3
 457.2     10.6      156.3      13    9.99   0.010    4.8ms    993     3
 457.7     10.6      161.6      15    9.98   0.010    4.8ms    993     3
 458.2     10.6      175.8      11   10.02   0.010    4.8ms    993     3
 458.7     10.6      147.8      13   10.00   0.010    4.8ms    993     3
 459.2     10.6      143.1      10   10.01   0.010    4.8ms    993     3
 459.7     10.6      135.2      13    9.99   0.010    4.8ms    993     3
 460.2     10.6      168.8      10   10.01   0.010    4.8ms    993     3
 460.7     10.6      158.8      10   10.00   0.010    4.8ms    993     3
 461.2     10.6      161.5       8   10.00   0.010    4.8ms    993     3
 461.7     10.6      129.2      11    9.99   0.010    4.8ms    993     3
 462.2     10.6      141.7      17   10.01   0.010    4.8ms    993     3
 462.7     10.6      193.0      10   10.00   0.010    4.8ms    993     3
 463.3     10.6      149.0      13   10.01   0.010    4.8ms    993     3
 463.8     10.6      120.1      14    9.99   0.010    4.8ms    993     3
 464.3     10.6      144.0      14   10.01   0.010    4.8ms    993     3
 464.8     10.6      175.7      12    9.99   0.010    4.8ms    993     3
 465.3     10.6      160.9      13    9.99   0.010    4.8ms    993     3
 465.8     10.7      151.0      15   10.01   0.010    4.8ms    993     3
 466.3     10.7      138.9      13   10.00   0.010    4.8ms    993     3
 466.8     10.7      145.1      14   10.01   0.010    4.8ms    993     3
 467.3     10.7      159.0      11    9.99   0.010    4.8ms    993     3
 467.8     10.7      149.1      14   10.01   0.010    4.8ms    993     3
 468.3     10.7      136.8      13    9.99   0.010    4.8ms    993     3
 468.8     10.7      166.7      11   10.00   0.010    4.8ms    993     3
 469.3     10.7      118.5      13    9.98   0.010    4.8ms    993     3
 469.8     10.7      163.3       7   10.01   0.010    4.8ms    993     3
 470.3     10.7      170.6      14   10.00   0.010    4.8ms    993     3
 470.8     10.7      126.1      11   10.02   0.010    4.8ms    993     3
 471.3     10.7      165.8      10    9.99   0.010    4.8ms    993     3
 471.8     10.7      134.2      14    9.96   0.010    4.8ms    993     3
 472.3     10.7      149.9      14   10.04   0.010    4.8ms    993     3
 472.9     10.7      145.8      11   10.00   0.010    4.8ms    993     3
 473.4     10.7      140.1      14    9.99   0.010    4.8ms    993     3
 473.9     10.7      125.9      13   10.01   0.010    4.8ms    993     3
 474.4     10.7      161.1      15   10.00   0.010    4.8ms    993     3
 474.9     10.7      146.0      13   10.01   0.010    4.8ms    993     3
 475.4     10.7      161.3      10    9.99   0.010    4.8ms    993     3
 475.9     10.7      157.6      12   10.00   0.010    4.8ms    993     3
 476.4     10.7      153.3      16   10.00   0.010    4.8ms    993     3
 476.9     10.7      153.5      15   10.01   0.010    4.8ms    993     3
 477.4     10.7      148.6      11   10.01   0.010    4.8ms    993     3
 477.9     10.8      126.0      17    9.99   0.010    4.8ms    993     3
 478.4     10.8      161.5      13    9.99   0.010    4.8ms    993     3
 478.9     10.8      155.3      13   10.00   0.010    4.8ms    993     3
 479.5     10.8      143.8      16   10.00   0.010    4.8ms    993     3
 480.0     10.8      181.4       9   10.01   0.010    4.8ms    993     3
 480.5     10.8      108.5      18   10.01   0.010    4.8ms    993     3
 481.0     10.8      146.0      14    9.99   0.010    4.8ms    993     3
 481.5     10.8      137.8      15    9.99   0.010    4.8ms    993     3
 482.0     10.8      145.9      11   10.01   0.010    4.8ms    993     3
 482.5     10.8      153.4      11   10.00   0.010    4.8ms    993     3
 483.0     10.8      122.3      13   10.01   0.010    4.8ms    993     3
 483.5     10.8      163.5      11   10.00   0.010    4.8ms    993     3
 484.0     10.8      150.0      14    9.99   0.010    4.8ms    993     3
 484.5     10.8      148.5      14   10.00   0.010    4.8ms    993     3
 485.0     10.8      141.1      15   10.01   0.010    4.8ms    993     3
 485.5     10.8      165.0      14    9.97   0.010    4.8ms    993     3
 486.0     10.8      159.7      11   10.03   0.010    4.8ms    993     3
 486.5     10.8      140.2      11   10.00   0.010    4.8ms    993     3
 487.0     10.8      143.6      16   10.01   0.010    4.8ms    993     3
 487.6     10.9      134.0      16   10.00   0.010    4.8ms    993     3
 488.1     10.8      145.8       9   10.00   0.010    4.8ms    993     3
 488.6     10.9      126.1      13   10.00   0.010    4.8ms    993     3
 489.1     10.9      164.9      12   10.01   0.010    4.8ms    993     3
 489.6     10.8      169.6       7    9.98   0.010    4.8ms    993     3
 490.1     10.9      143.9      14   10.03   0.010    4.8ms    993     3
 490.6     10.8      156.0      10    9.97   0.010    4.8ms    993     3
 491.1     10.9      134.2      12   10.01   0.010    4.8ms    993     3
 491.6     10.9      147.9      13   10.01   0.010    4.8ms    993     3
 492.1     10.9      159.5      10    9.99   0.010    4.8ms    993     3
 492.6     10.9      132.3      14    9.97   0.010    4.8ms    993     3
 493.1     10.9      156.1      15   10.03   0.010    4.8ms    993     3
 493.6     10.9      141.1      17   10.01   0.010    4.8ms    993     3
 494.1     10.9      133.1      15    9.98   0.010    4.8ms    993     3
 494.6     10.9      173.7       8   10.01   0.010    4.8ms    993     3
 495.2     10.9      165.4      15    9.99   0.010    4.8ms    993     3
 495.7     10.9      156.9      14   10.01   0.010    4.8ms    993     3
 496.2     10.9      137.2      11    9.97   0.010    4.8ms    993     3
 496.7     10.9      133.0      12   10.03   0.010    4.8ms    993     3
 497.2     10.9      149.5      15    9.98   0.010    4.8ms    993     3
 497.7     10.9      164.6       9   10.01   0.010    4.8ms    993     3
 498.2     10.9      122.1      17    9.99   0.010    4.8ms    993     3
 498.7     10.9      142.3      11    9.98   0.010    4.8ms    993     3
 499.2     10.9      153.5      16   10.01   0.010    4.8ms    993     3
 499.7     10.9      183.6      13   10.00   0.010    4.8ms    993     3
 500.2     10.9      166.3      13   10.00   0.010    4.8ms    993     3
 500.7     10.9      136.2      11   10.02   0.010    4.8ms    993     3
 501.2     10.9      161.0       8    9.99   0.010    4.8ms    993     3
 501.7     10.9      161.5      16    9.97   0.010    4.8ms    993     3
 502.2     10.9      157.4      10   10.01   0.010    4.8ms    993     3
 502.7     10.9      141.7      14   10.01   0.010    4.8ms    993     3
 503.3     10.9      147.6      10   10.01   0.010    4.8ms    993     3
 503.8     10.9      163.0      12   10.01   0.010    4.8ms    993     3
 504.3     11.0      146.0      18    9.99   0.010    4.8ms    993     3
 504.8     11.0      147.1      12   10.02   0.010    4.8ms    993     3
 505.3     11.0      131.2      13    9.99   0.010    4.8ms    993     3
 505.8     11.0      155.0      14    9.99   0.010    4.8ms    993     3
 506.3     11.0      139.2      17   10.02   0.010    4.8ms    993     3
 506.8     11.0      135.1      13    9.99   0.010    4.8ms    993     3
 507.3     11.0      169.7      14    9.99   0.010    4.8ms    993     3
 507.8     11.0      155.9      14   10.02   0.010    4.8ms    993     3
 508.3     11.0      150.1      11   10.00   0.010    4.8ms    993     3
 508.8     11.0      149.8      11   10.01   0.010    4.8ms    993     3
 509.3     11.0      171.0      10    9.98   0.010    4.8ms    993     3
 509.8     11.0      130.0       9    9.99   0.010    4.8ms    993     3
 510.3     11.0      128.3      13   10.01   0.010    4.8ms    993     3
 510.8     11.0      149.5      12    9.99   0.010    4.8ms    993     3
 511.3     11.0      140.1      12    9.99   0.010    4.8ms    993     3
 511.9     11.0      152.9      14   10.01   0.010    4.8ms    993     3
 512.4     11.0      126.0      11   10.02   0.010    4.8ms    993     3
 512.9     11.0      159.1      13    9.99   0.010    4.8ms    993     3
 513.4     11.0      131.9      12    9.99   0.010    4.8ms    993     3
 513.9     11.0      161.4      13   10.01   0.010    4.8ms    993     3
 514.4     11.0      151.8      13   10.00   0.010    4.8ms    993     3
 514.9     11.0      136.2      15    9.99   0.010    4.8ms    993     3
 515.4     11.0      132.0      14   10.00   0.010    4.8ms    993     3
 515.9     11.0      132.4      13   10.00   0.010    4.8ms    993     3
 516.4     11.0      149.5      13   10.01   0.010    4.8ms    993     3
 516.9     11.0      149.0      13    9.99   0.010    4.8ms    993     3
 517.4     11.0      151.9       6   10.01   0.010    4.8ms    993     3
 517.9     11.0      126.3      15    9.99   0.010    4.8ms    993     3
 518.4     11.0      153.7      11    9.98   0.010    4.8ms    993     3
 518.9     11.1      147.7      17   10.02   0.010    4.8ms    993     3
 519.5     11.1      159.8       9   10.01   0.010    4.8ms    993     3
 520.0     11.1      147.9      10    9.98   0.010    4.8ms    993     3
 520.5     11.1      157.6      12   10.00   0.010    4.8ms    993     3
 521.0     11.1      141.1      11    9.99   0.010    4.8ms    993     3
 521.5     11.1      149.4      12   10.03   0.010    4.8ms    993     3
 522.0     11.0      165.9       9   10.00   0.010    4.8ms    993     3
 522.5     11.1      161.8      15    9.99   0.010    4.8ms    993     3
 523.0     11.1      122.3      11   10.01   0.010    4.8ms    993     3
 523.5     11.1      130.1      10    9.98   0.010    4.8ms    993     3
 524.0     11.1      137.6       9    9.95   0.010    4.8ms    993     3
 524.5     11.1      131.8      14   10.06   0.010    4.8ms    993     3
 525.0     11.1      165.4      10    9.99   0.010    4.8ms    993     3
 525.5     11.1      141.5      11    9.99   0.010    4.8ms    993     3
 526.0     11.1      149.7      11   10.00   0.010    4.8ms    993     3
 526.6     11.0      170.9       7   10.01   0.010    4.8ms    993     3
 527.1     11.0      169.3      12    9.97   0.010    4.8ms    993     3
 527.6     11.1      179.5      12   10.04   0.010    4.8ms    993     3
 528.1     11.1      143.7      15    9.99   0.010    4.8ms    993     3
 528.6     11.1      151.9      10   10.01   0.010    4.8ms    993     3
 529.1     11.1      139.2      14   10.00   0.010    4.8ms    993     3
 529.6     11.1      133.8      17    9.99   0.010    4.8ms    993     3
 530.1     11.1      145.9      10   10.01   0.010    4.8ms    993     3
 530.6     11.1      138.8      13   10.01   0.010    4.8ms    993     3
 531.1     11.1      155.6      14    9.99   0.010    4.8ms    993     3
 531.6     11.1      161.5      11    9.99   0.010    4.8ms    993     3
 532.1     11.1      136.4      12   10.01   0.010    4.8ms    993     3
 532.6     11.1      143.7      13    9.99   0.010    4.8ms    993     3
 533.1     11.1      141.9      14   10.00   0.010    4.8ms    993     3
 533.7     11.1      149.9      10   10.01   0.010    4.8ms    993     3
 534.2     11.1      154.0      14   10.00   0.010    4.8ms    993     3
 534.7     11.1      163.3       9   10.01   0.010    4.8ms    993     3
 535.2     11.1      110.3      18   10.00   0.010    4.8ms    993     3
 535.7     11.1      167.8      10   10.00   0.010    4.8ms    993     3
 536.2     11.1      171.5      10   10.00   0.010    4.8ms    993     3
 536.7     11.1      157.7       0    9.98   0.010    4.8ms    993     3
 537.2     11.1      151.1      15   10.01   0.010    4.8ms    993     3
 537.7     11.1      159.4      14   10.01   0.010    4.8ms    993     3
 538.2     11.1      163.6      12   10.00   0.010    4.8ms    993     3
 538.7     11.1      151.6       8    9.97   0.010    4.8ms    993     3
 539.2     11.1      141.7      14   10.03   0.010    4.8ms    993     3
 539.7     11.1      169.7      14   10.02   0.010    4.8ms    993     3
 540.3     11.1      130.0      14    9.95   0.010    4.8ms    993     3
 540.8     11.1      160.0      11   10.03   0.010    4.8ms    993     3
 541.3     11.1      137.7      12   10.01   0.010    4.8ms    993     3
 541.8     11.1      153.4      14   10.00   0.010    4.8ms    993     3
 542.3     11.1      142.0      11   10.01   0.010    4.8ms    993     3
 542.8     11.1      153.1      17   10.02   0.010    4.8ms    993     3
 543.3     11.1      166.9      14    9.99   0.010    4.8ms    993     3
 543.8     11.1      147.0       0   10.01   0.010    4.8ms    993     3
 544.3     11.1      131.2      13    9.99   0.010    4.8ms    993     3
 544.8     11.1      142.1      12    9.96   0.010    4.8ms    993     3
 545.3     11.1      148.0      16   10.02   0.010    4.8ms    993     3
 545.8     11.1      163.6       7   10.02   0.010    4.8ms    993     3
 546.3     11.1      136.1      12    9.99   0.010    4.8ms    993     3
 546.8     11.1      111.2      19   10.00   0.010    4.8ms    993     3
 547.3     11.1      144.2      12   10.00   0.010    4.8ms    993     3
 547.8     11.1      153.8      15    9.98   0.010    4.8ms    993     3
 548.4     11.1      149.7      10   10.02   0.010    4.8ms    993     3
 548.9     11.1      142.0      13   10.01   0.010    4.8ms    993     3
 549.4     11.1      154.8      11   10.00   0.010    4.8ms    993     3
 549.9     11.1      144.9       9    9.98   0.010    4.8ms    993     3
 550.4     11.1      151.0      14   10.01   0.010    4.8ms    993     3
 550.9     11.1      168.8      11    9.98   0.010    4.8ms    993     3
 551.4     11.2      126.1      16   10.02   0.010    4.8ms    993     3
 551.9     11.2      142.4      15    9.99   0.010    4.8ms    993     3
 552.4     11.2      153.9      12   10.02   0.010    4.8ms    993     3
 552.9     11.2      149.1      16    9.99   0.010    4.8ms    993     3
 553.4     11.2      135.6      14   10.00   0.010    4.8ms    993     3
 553.9     11.2      164.5      13   10.01   0.010    4.8ms    993     3
 554.4     11.2      126.0      14    9.97   0.010    4.8ms    993     3
 554.9     11.2      134.1      11   10.03   0.010    4.8ms    993     3
 555.4     11.2      158.2      10   10.01   0.010    4.8ms    993     3
 555.9     11.2      144.2      11   10.00   0.010    4.8ms    993     3
 556.4     11.2      120.1      14   10.00   0.010    4.8ms    993     3
 557.0     11.2      177.6      13    9.99   0.010    4.8ms    993     3
 557.5     11.2      148.0      11   10.01   0.010    4.8ms    993     3
 558.0     11.2      150.3      11    9.99   0.010    4.8ms    993     3
 558.5     11.2      143.6      16   10.01   0.010    4.8ms    993     3
 559.0     11.2      155.6      14    9.99   0.010    4.8ms    993     3
 559.5     11.2      145.9      16   10.00   0.010    4.8ms    993     3
 560.0     11.2      158.0      13   10.00   0.010    4.8ms    993     3
 560.5     11.2      167.8      11    9.99   0.010    4.8ms    993     3
 561.0     11.2      143.6      14   10.01   0.010    4.8ms    993     3
 561.5     11.2      149.9      12   10.01   0.010    4.8ms    993     3
 562.0     11.2      149.4      12   10.00   0.010    4.8ms    993     3
 562.5     11.2      153.6      10    9.99   0.010    4.8ms    993     3
 563.0     11.2      140.1       5    9.99   0.010    4.8ms    993     3
 563.6     11.2      129.9      13    9.99   0.010    4.8ms    993     3
 564.1     11.2      155.8      14   10.01   0.010    4.8ms    993     3
 564.6     11.2      136.3      14   10.02   0.010    4.8ms    993     3
 565.1     11.2      159.4      14    9.99   0.010    4.8ms    993     3
 565.6     11.2      155.9      12   10.01   0.010    4.8ms    993     3
 566.1     11.2      170.9      11    9.99   0.010    4.8ms    993     3
 566.6     11.2      126.3      14    9.97   0.010    4.8ms    993     3
 567.1     11.2      163.1      14   10.02   0.010    4.8ms    993     3
 567.6     11.2      137.5      12   10.00   0.010    4.8ms    993     3
 568.1     11.3      151.9      15    9.99   0.010    4.8ms    993     3
 568.6     11.3      135.1      14   10.04   0.010    4.8ms    993     3
 569.1     11.3      126.0      14    9.99   0.010    4.8ms    993     3
 569.6     11.3      148.2      10   10.00   0.010    4.8ms    993     3
 570.1     11.3      126.0      13    9.97   0.010    4.8ms    993     3
 570.7     11.3      156.9       8   10.03   0.010    4.8ms    993     3
 571.2     11.3      131.9      19    9.99   0.010    4.8ms    993     3
 571.7     11.3      143.1      10   10.01   0.010    4.8ms    993     3
 572.2     11.3      131.2      13    9.99   0.010    4.8ms    993     3
 572.7     11.3      135.2      15   10.02   0.010    4.8ms    993     3
 573.2     11.3      164.9      13    9.99   0.010    4.8ms    993     3
 573.7     11.3      162.0      17   10.01   0.010    4.8ms    993     3
 574.2     11.3      157.7      10    9.96   0.010    4.8ms    993     3
 574.7     11.3      143.1      11   10.04   0.010    4.8ms    993     3
 575.2     11.3      141.6       9    9.96   0.010    4.8ms    993     3
 575.7     11.3      143.2      11   10.05   0.010    4.8ms    993     3
 576.2     11.3      139.0      16    9.96   0.010    4.8ms    993     3
 576.7     11.3      140.0      10   10.03   0.010    4.8ms    993     3
 577.2     11.3      154.2      10   10.01   0.010    4.8ms    993     3
 577.7     11.3      157.0      11    9.99   0.010    4.8ms    993     3
 578.2     11.3      132.2      16   10.01   0.010    4.8ms    993     3
 578.7     11.3      140.2      12   10.00   0.010    4.8ms    993     3
 579.2     11.3      138.1      14    9.99   0.010    4.8ms    993     3
 579.7     11.3      145.4      13    9.99   0.010    4.8ms    993     3
 580.3     11.3      163.4       9   10.02   0.010    4.8ms    993     3
 580.8     11.3      161.8      10    9.99   0.010    4.8ms    993     3
 581.3     11.3      147.8      14   10.00   0.010    4.8ms    993     3
 581.8     11.3      159.9      14   10.00   0.010    4.8ms    993     3
 582.3     11.3      155.5      13   10.02   0.010    4.8ms    993     3
 582.8     11.3      151.4      14    9.98   0.010    4.8ms    993     3
 583.3     11.3      153.6      13   10.01   0.010    4.8ms    993     3
 583.8     11.3      157.6      10   10.00   0.010    4.8ms    993     3
 584.3     11.3      130.2      17   10.01   0.010    4.8ms    993     3
 584.8     11.3      143.9      13    9.98   0.010    4.8ms    993     3
 585.3     11.3      143.9      12   10.01   0.010    4.8ms    993     3
 585.8     11.4      136.0      15   10.00   0.010    4.8ms    993     3
 586.3     11.3      159.0       9   10.01   0.010    4.8ms    993     3
 586.8     11.3      147.6       8    9.99   0.010    4.8ms    993     3
 587.4     11.3      140.1      13   10.02   0.010    4.8ms    993     3
 587.9     11.3      140.0      14    9.98   0.010    4.8ms    993     3
 588.4     11.3      134.3      11   10.00   0.010    4.8ms    993     3
 588.9     11.4      143.8      15   10.00   0.010    4.8ms    993     3
 589.4     11.4      135.1      14   10.01   0.010    4.8ms    993     3
 589.9     11.4      132.0      10    9.99   0.010    4.8ms    993     3
 590.4     11.4      173.7      11    9.99   0.010    4.8ms    993     3
 590.9     11.3      132.2       7   10.01   0.010    4.8ms    993     3
 591.4     11.4      127.9      15    9.99   0.010    4.8ms    993     3
 591.9     11.4      171.6      11   10.01   0.010    4.8ms    993     3
 592.4     11.4      175.5      13   10.01   0.010    4.8ms    993     3
 592.9     11.4      143.8      10    9.99   0.010    4.8ms    993     3
 593.4     11.3      161.6       7    9.98   0.010    4.8ms    993     3
 594.0     11.3      147.6      10   10.01   0.010    4.8ms    993     3
 594.5     11.3      138.0      11   10.01   0.010    4.8ms    993     3
 595.0     11.3       15.9       0    1.33   0.010    4.8ms    993     3
 595.5     11.3        0.0       0    0.00   0.010    4.8ms    993     3
 596.0     11.3        0.0       0    0.00   0.010    4.8ms    993     3
 596.5     11.3        0.0       0    0.00   0.010    4.8ms    993     3
 597.0     11.2        0.0       0    0.00   0.010    4.8ms    993     3
