t_s,backlog_pkts,backlog_bytes,target_ms,limit_pkts,quantum_bytes,drop_rate,throughput_mbps,sojourn_ms
244.0,28,42392,5.0,1024,1514,160.5,4.999,62.73
245.0,21,31794,5.0,1024,1514,165.2,5.001,47.03
246.0,0,0,5.0,1024,1514,167.2,5.004,0.0
247.0,27,40878,5.0,1024,1514,155.5,4.999,60.49
248.0,28,42392,5.0,1024,1514,165.4,4.997,62.76
249.0,21,31794,5.0,1024,1514,179.1,4.989,47.14
250.0,21,31794,5.0,1024,1514,167.3,5.006,46.98
251.0,19,28766,5.0,1024,1514,177.4,4.998,42.58
252.0,21,31794,5.0,1024,1514,167.2,5.004,47.0
253.0,24,36336,5.0,1024,1514,164.1,4.999,53.77
254.0,30,45420,5.0,1024,1514,154.3,5.002,67.17
255.0,21,31794,5.0,1024,1514,171.2,4.992,47.12
256.0,24,36336,5.0,1024,1514,163.1,4.999,53.77
257.0,29,43906,5.0,1024,1514,163.4,5.009,64.84
258.1,0,0,5.0,1024,1514,181.3,4.995,0.0
259.1,24,36336,5.0,1024,1514,162.2,5.001,53.75
260.1,21,31794,5.0,1024,1514,142.3,5.003,47.01
261.1,22,33308,5.0,1024,1514,173.4,4.998,49.3
262.1,20,30280,5.0,1024,1514,167.2,5.002,44.78
263.1,28,42392,5.0,1024,1514,150.2,5.0,62.72
264.1,24,36336,5.0,1024,1514,168.3,4.994,53.82
265.1,0,0,5.0,1024,1514,173.3,4.996,0.0
266.1,25,37850,5.0,1024,1514,159.2,5.003,55.97
267.1,33,49962,5.0,1024,1514,161.3,5.006,73.83
268.1,27,40878,5.0,1024,1514,178.3,4.994,60.55
269.1,27,40878,5.0,1024,1514,156.2,5.001,60.47
270.1,25,37850,5.0,1024,1514,167.2,5.003,55.97
271.1,28,42392,5.0,1024,1514,168.5,4.999,62.73
272.1,0,0,5.0,1024,1514,179.9,4.997,0.0
273.1,28,42392,5.0,1024,1514,166.2,5.003,62.68
274.1,24,36336,5.0,1024,1514,166.5,4.999,53.77
275.1,22,33308,5.0,1024,1514,171.4,5.008,49.2
276.1,22,33308,5.0,1024,1514,165.2,4.989,49.39
277.1,25,37850,5.0,1024,1514,184.3,5.008,55.91
278.1,21,31794,5.0,1024,1514,170.4,4.998,47.06
279.1,26,39364,5.0,1024,1514,141.4,5.005,58.18
280.1,20,30280,5.0,1024,1514,167.8,4.992,44.87
281.2,21,31794,5.0,1024,1514,156.4,5.007,46.97
282.2,24,36336,5.0,1024,1514,157.3,4.993,53.84
283.2,0,0,5.0,1024,1514,151.2,4.999,0.0
284.2,24,36336,5.0,1024,1514,181.1,5.003,53.73
285.2,24,36336,5.0,1024,1514,162.5,4.999,53.77
286.2,27,40878,5.0,1024,1514,145.2,5.0,60.48
287.2,28,42392,5.0,1024,1514,181.3,5.006,62.64
288.2,27,40878,5.0,1024,1514,164.4,4.996,60.53
289.2,19,28766,5.0,1024,1514,191.3,4.997,42.59
290.2,17,25738,5.0,1024,1514,174.9,5.008,38.02
291.2,30,45420,5.0,1024,1514,164.4,4.995,67.27
292.2,18,27252,5.0,1024,1514,173.4,4.997,40.34
293.2,0,0,5.0,1024,1514,170.8,5.005,0.0
294.2,20,30280,5.0,1024,1514,168.4,4.996,44.84
295.2,28,42392,5.0,1024,1514,169.5,4.998,62.75
296.2,25,37850,5.0,1024,1514,168.1,4.999,56.01
297.2,25,37850,5.0,1024,1514,175.1,5.0,56.0
298.2,27,40878,5.0,1024,1514,169.5,5.01,60.36
299.2,17,25738,5.0,1024,1514,149.4,4.994,38.13
300.2,27,40878,5.0,1024,1514,163.2,5.002,60.46
301.2,22,33308,5.0,1024,1514,160.3,5.004,49.24
302.2,28,42392,5.0,1024,1514,152.4,4.996,62.77
303.3,26,39364,5.0,1024,1514,166.0,4.997,58.27
304.3,24,36336,5.0,1024,1514,167.0,5.008,53.67
305.3,26,39364,5.0,1024,1514,159.4,4.996,58.29
306.3,24,36336,5.0,1024,1514,166.1,4.999,53.77
307.3,0,0,5.0,1024,1514,165.2,5.001,0.0
308.3,24,36336,5.0,1024,1514,168.4,4.996,53.8
309.3,21,31794,5.0,1024,1514,176.0,4.998,47.06
310.3,29,43906,5.0,1024,1514,155.4,5.006,64.88
311.3,29,43906,5.0,1024,1514,166.4,4.997,65.0
312.3,29,43906,5.0,1024,1514,164.3,4.994,65.04
313.3,16,24224,5.0,1024,1514,170.1,5.011,35.76
314.3,21,31794,5.0,1024,1514,151.4,4.995,47.09
315.3,22,33308,5.0,1024,1514,177.4,4.999,49.29
316.3,24,36336,5.0,1024,1514,170.2,5.002,53.74
317.3,25,37850,5.0,1024,1514,158.1,4.998,56.02
318.3,20,30280,5.0,1024,1514,165.4,5.01,44.71
319.3,24,36336,5.0,1024,1514,168.4,4.984,53.93
320.3,21,31794,5.0,1024,1514,161.1,5.01,46.95
321.3,22,33308,5.0,1024,1514,164.3,4.994,49.34
322.3,21,31794,5.0,1024,1514,164.4,4.997,47.07
323.3,21,31794,5.0,1024,1514,165.1,5.0,47.04
324.3,30,45420,5.0,1024,1514,148.3,5.004,67.15
325.4,20,30280,5.0,1024,1514,159.4,4.997,44.83
326.4,21,31794,5.0,1024,1514,163.4,5.007,46.97
327.4,21,31794,5.0,1024,1514,162.1,4.998,47.06
328.4,31,46934,5.0,1024,1514,160.3,4.994,69.52
329.4,25,37850,5.0,1024,1514,181.4,5.011,55.88
330.4,0,0,5.0,1024,1514,187.1,4.989,0.0
331.4,28,42392,5.0,1024,1514,159.3,5.006,62.64
332.4,22,33308,5.0,1024,1514,175.4,4.996,49.32
333.4,22,33308,5.0,1024,1514,161.4,4.995,49.33
334.4,24,36336,5.0,1024,1514,162.1,5.01,53.65
335.4,27,40878,5.0,1024,1514,165.3,5.005,60.42
336.4,24,36336,5.0,1024,1514,183.2,4.992,53.85
337.4,19,28766,5.0,1024,1514,167.3,5.004,42.53
338.4,30,45420,5.0,1024,1514,138.3,5.002,67.17
339.4,0,0,5.0,1024,1514,168.5,4.999,0.0
340.4,21,31794,5.0,1024,1514,179.9,4.997,47.07
341.4,21,31794,5.0,1024,1514,167.2,5.004,47.0
342.4,26,39364,5.0,1024,1514,171.2,4.992,58.33
343.4,27,40878,5.0,1024,1514,167.5,5.01,60.36
344.4,27,40878,5.0,1024,1514,157.2,4.989,60.61
345.4,19,28766,5.0,1024,1514,177.1,5.002,42.54
346.4,0,0,5.0,1024,1514,176.4,4.996,0.0
347.4,25,37850,5.0,1024,1514,152.4,5.006,55.93
348.5,31,46934,5.0,1024,1514,154.1,4.999,69.45
349.5,22,33308,5.0,1024,1514,189.3,4.997,49.31
350.5,24,36336,5.0,1024,1514,146.5,5.009,53.66
351.5,20,30280,5.0,1024,1514,162.1,4.998,44.82
352.5,16,24224,5.0,1024,1514,165.2,5.002,35.83
353.5,25,37850,5.0,1024,1514,156.4,4.996,56.04
354.5,0,0,5.0,1024,1514,169.2,5.004,0.0
355.5,15,22710,5.0,1024,1514,166.2,4.99,33.67
356.5,30,45420,5.0,1024,1514,158.4,5.008,67.09
357.5,27,40878,5.0,1024,1514,161.4,4.996,60.53
358.5,0,0,5.0,1024,1514,166.0,4.996,0.0
359.5,24,36336,5.0,1024,1514,148.3,5.004,53.72
360.5,21,31794,5.0,1024,1514,170.4,4.998,47.06
361.5,29,43906,5.0,1024,1514,153.2,5.002,64.93
362.5,25,37850,5.0,1024,1514,170.0,4.998,56.02
363.5,21,31794,5.0,1024,1514,165.4,5.009,46.96
364.5,20,30280,5.0,1024,1514,176.4,4.998,44.82
365.5,21,31794,5.0,1024,1514,167.2,5.002,47.02
366.5,22,33308,5.0,1024,1514,160.4,4.995,49.33
367.5,27,40878,5.0,1024,1514,157.4,4.996,60.53
368.5,22,33308,5.0,1024,1514,172.3,5.007,49.21
369.5,29,43906,5.0,1024,1514,168.0,4.996,65.01
370.5,20,30280,5.0,1024,1514,160.4,5.008,44.73
371.6,25,37850,5.0,1024,1514,174.4,4.996,56.04
372.6,28,42392,5.0,1024,1514,162.1,4.999,62.73
373.6,0,0,5.0,1024,1514,158.4,4.995,0.0
374.6,32,48448,5.0,1024,1514,169.4,5.008,71.57
375.6,24,36336,5.0,1024,1514,177.3,4.995,53.81
376.6,25,37850,5.0,1024,1514,166.3,5.004,55.96
377.6,26,39364,5.0,1024,1514,174.3,4.995,58.3
378.6,28,42392,5.0,1024,1514,169.4,4.997,62.76
379.6,22,33308,5.0,1024,1514,167.0,4.998,49.3
380.6,27,40878,5.0,1024,1514,154.2,5.011,60.35
381.6,19,28766,5.0,1024,1514,176.3,4.996,42.59
382.6,30,45420,5.0,1024,1514,163.1,5.0,67.2
383.6,24,36336,5.0,1024,1514,181.9,4.997,53.79
384.6,0,0,5.0,1024,1514,168.3,5.007,0.0
385.6,22,33308,5.0,1024,1514,144.4,4.995,49.33
386.6,21,31794,5.0,1024,1514,170.1,5.0,47.04
387.6,35,52990,5.0,1024,1514,156.3,5.004,78.34
388.6,22,33308,5.0,1024,1514,163.4,4.997,49.31
389.6,0,0,5.0,1024,1514,175.1,4.999,0.0
390.6,27,40878,5.0,1024,1514,152.3,5.004,60.43
391.6,22,33308,5.0,1024,1514,159.3,4.994,49.34
392.6,30,45420,5.0,1024,1514,147.4,5.006,67.12
393.7,0,0,5.0,1024,1514,164.2,5.001,0.0
394.7,25,37850,5.0,1024,1514,165.3,4.993,56.08
395.7,29,43906,5.0,1024,1514,152.4,5.008,64.86
396.7,21,31794,5.0,1024,1514,163.0,4.997,47.07
397.7,20,30280,5.0,1024,1514,166.2,5.002,44.78
398.7,29,43906,5.0,1024,1514,155.5,4.997,65.0
399.7,22,33308,5.0,1024,1514,167.3,4.992,49.36
400.7,17,25738,5.0,1024,1514,164.1,5.012,37.99
401.7,28,42392,5.0,1024,1514,168.4,4.997,62.76
402.7,24,36336,5.0,1024,1514,172.4,4.998,53.78
403.7,28,42392,5.0,1024,1514,168.0,4.995,62.78
404.7,24,36336,5.0,1024,1514,168.9,5.007,53.68
405.7,26,39364,5.0,1024,1514,162.3,4.993,58.32
406.7,29,43906,5.0,1024,1514,169.3,5.005,64.9
407.7,0,0,5.0,1024,1514,174.4,4.998,0.0
408.7,30,45420,5.0,1024,1514,164.4,4.997,67.24
409.7,25,37850,5.0,1024,1514,163.4,5.01,55.89
410.7,20,30280,5.0,1024,1514,170.2,4.99,44.89
411.7,25,37850,5.0,1024,1514,160.4,5.009,55.9
412.7,27,40878,5.0,1024,1514,173.5,5.0,60.48
413.7,21,31794,5.0,1024,1514,179.4,4.997,47.07
