========================================================================
  Adaptive RED Controller  —  Floyd, Gummadi & Shenker (ICSI 2001)
  ns=ns1  iface=veth1  duration=930s
  min_th=20  max_th=300  max_p=0.5
  W_Q=0.002  alpha=0.01  beta=0.9
========================================================================
  NOTE: Adaptive RED adapts max_p (drop prob) mapped to target/limit
  It does NOT use gradient prediction, eBPF, or workload profiles
========================================================================
  t(s)    avg_q       dr/s      bl    tput   max_p   target  limit   adj
 770.4    279.3     8525.6     296    9.99   0.470    1.2ms    302    32
 770.9    279.3     7580.6     285   10.01   0.470    1.2ms    302    32
 771.4    279.3     8056.0     282   10.00   0.470    1.2ms    302    32
 771.9    279.3     8239.1     281   10.00   0.470    1.2ms    302    32
 772.5    279.4     7466.0     300   10.00   0.470    1.2ms    302    32
 773.0    279.3     8255.7     273   10.00   0.470    1.2ms    302    32
 773.5    279.3     9632.6     248   10.00   0.470    1.2ms    302    32
 774.0    279.3     7222.5     266   10.00   0.470    1.2ms    302    32
 774.5    279.3     6264.5     286   10.00   0.470    1.2ms    302    32
 775.0    279.3     7514.9     291   10.00   0.470    1.2ms    302    32
 775.5    279.3     6019.1     283   10.00   0.470    1.2ms    302    32
 776.0    279.3     4073.2     265    9.99   0.470    1.2ms    302    32
 776.5    279.3     8037.4     282   10.00   0.470    1.2ms    302    32
 777.0    279.3     8264.1     284   10.00   0.470    1.2ms    302    32
 777.5    279.3     7881.7     290    9.99   0.470    1.2ms    302    32
 778.0    279.3     5970.7     270   10.01   0.470    1.2ms    302    32
 778.5    278.7     5877.7       0   10.00   0.470    1.2ms    302    32
 779.0    278.7     8156.7     276   10.00   0.470    1.2ms    302    32
 779.5    278.7     4912.9     249   10.00   0.470    1.2ms    302    32
 780.0    278.6     6971.3     264   10.00   0.470    1.2ms    302    32
 780.5    278.6     6518.8     277   10.00   0.470    1.2ms    302    32
 781.0    278.7     8463.1     288   10.00   0.470    1.2ms    302    32
 781.5    278.7     7514.2     278   10.00   0.470    1.2ms    302    32
 782.0    278.6     4229.3     231   10.00   0.470    1.2ms    302    32
 782.5    278.6     5326.6     290   10.00   0.470    1.2ms    302    32
 783.1    278.5     5321.8     257   10.00   0.470    1.2ms    302    32
 783.6    278.6     5353.9     296   10.00   0.470    1.2ms    302    32
 784.1    278.6     6786.2     297   10.00   0.470    1.2ms    302    32
 784.6    278.6     9884.7     280   10.00   0.470    1.2ms    302    32
 785.1    278.6     7992.4     291   10.00   0.470    1.2ms    302    32
 785.6    278.7     9219.5     288   10.00   0.470    1.2ms    302    32
 786.1    278.6     7405.7     272   10.01   0.470    1.2ms    302    32
 786.6    278.6     5563.6     279    9.99   0.470    1.2ms    302    32
 787.1    278.7     5437.3     292   10.01   0.470    1.2ms    302    32
 787.6    278.6     5201.9     267    9.99   0.470    1.2ms    302    32
 788.1    278.6     6390.5     238   10.01   0.470    1.2ms    302    32
 788.6    278.5     7527.8     270   10.00   0.470    1.2ms    302    32
 789.1    278.6     6406.7     299   10.00   0.470    1.2ms    302    32
 789.6    278.6     8699.6     282   10.00   0.470    1.2ms    302    32
 790.1    278.6     9116.4     286   10.00   0.470    1.2ms    302    32
 790.6    278.6     8142.6     278   10.01   0.470    1.2ms    302    32
 791.1    278.6     4931.1     287   10.00   0.470    1.2ms    302    32
 791.6    278.6     7526.2     254   10.00   0.470    1.2ms    302    32
 792.1    278.6     7374.8     277   10.00   0.470    1.2ms    302    32
 792.6    278.5     9961.1     248   10.00   0.470    1.2ms    302    32
 793.1    278.6    10164.1     297   10.00   0.470    1.2ms    302    32
 793.6    278.5     7968.8     272   10.00   0.470    1.2ms    302    32
 794.2    278.6     6572.5     290   10.00   0.470    1.2ms    302    32
 794.7    278.5     7203.0     271   10.00   0.470    1.2ms    302    32
 795.2    278.6     7250.0     284   10.00   0.470    1.2ms    302    32
 795.7    278.5     8586.0     269   10.00   0.470    1.2ms    302    32
 796.2    278.5     8633.8     264   10.00   0.470    1.2ms    302    32
 796.7    278.5     5772.0     274   10.01   0.470    1.2ms    302    32
 797.2    278.5     5845.7     255   10.00   0.470    1.2ms    302    32
 797.7    278.5     8702.8     288   10.00   0.470    1.2ms    302    32
 798.2    277.9     6268.4       0   10.00   0.470    1.2ms    302    32
 798.7    277.9     6878.0     278   10.00   0.470    1.2ms    302    32
 799.2    277.9     7739.7     281   10.00   0.470    1.2ms    302    32
 799.7    278.0     5387.9     296   10.00   0.470    1.2ms    302    32
 800.2    278.0     8484.7     298   10.00   0.470    1.2ms    302    32
 800.7    278.0    10840.1     283   10.00   0.470    1.2ms    302    32
 801.2    278.0     8496.6     278   10.00   0.470    1.2ms    302    32
 801.7    278.0     8602.4     297   10.00   0.470    1.2ms    302    32
 802.2    278.0     9520.1     256   10.00   0.470    1.2ms    302    32
 802.7    278.0     5889.1     294    9.99   0.470    1.2ms    302    32
 803.2    278.1     6111.4     293   10.00   0.470    1.2ms    302    32
 803.7    278.1     6780.9     286   10.00   0.470    1.2ms    302    32
 804.2    278.1     7579.3     297   10.00   0.470    1.2ms    302    32
 804.7    278.1     9276.1     272   10.00   0.470    1.2ms    302    32
 805.2    278.1     8350.0     264   10.00   0.470    1.2ms    302    32
 805.8    278.0     7280.8     264   10.00   0.470    1.2ms    302    32
 806.3    278.0     5292.9     274   10.00   0.470    1.2ms    302    32
 806.8    278.0     4279.7     265   10.00   0.470    1.2ms    302    32
 807.3    278.0     5964.5     277   10.00   0.470    1.2ms    302    32
 807.8    278.0     6849.7     258   10.00   0.470    1.2ms    302    32
 808.3    278.0     7572.4     270   10.00   0.470    1.2ms    302    32
 808.8    278.0     6655.1     283   10.00   0.470    1.2ms    302    32
 809.3    278.0     7570.9     279   10.00   0.470    1.2ms    302    32
 809.8    278.0     8369.6     276   10.00   0.470    1.2ms    302    32
 810.3    278.0     9279.9     291   10.00   0.470    1.2ms    302    32
 810.8    278.0     8492.7     274   10.00   0.470    1.2ms    302    32
 811.3    278.0     4984.3     268   10.00   0.470    1.2ms    302    32
 811.8    278.0     7303.5     284   10.00   0.470    1.2ms    302    32
 812.3    278.0     8383.6     280   10.00   0.470    1.2ms    302    32
 812.8    278.0     8217.9     288   10.00   0.470    1.2ms    302    32
 813.3    278.0     7257.9     263   10.00   0.470    1.2ms    302    32
 813.8    278.0     9669.8     285   10.00   0.470    1.2ms    302    32
 814.3    278.0     7586.5     287   10.00   0.470    1.2ms    302    32
 814.8    278.0     7881.3     283   10.00   0.470    1.2ms    302    32
 815.3    278.1     8830.9     300   10.00   0.470    1.2ms    302    32
 815.8    278.1     7676.8     283   10.00   0.470    1.2ms    302    32
 816.3    278.1     9063.8     276   10.00   0.470    1.2ms    302    32
 816.9    278.0    11867.8     273   10.00   0.470    1.2ms    302    32
 817.4    278.1     9731.6     289   10.00   0.470    1.2ms    302    32
 817.9    278.1     9063.4     278   10.00   0.470    1.2ms    302    32
 818.4    278.1     7293.1     291   10.00   0.470    1.2ms    302    32
 818.9    278.1     9145.5     285   10.00   0.470    1.2ms    302    32
 819.4    278.1     7652.6     288    9.99   0.470    1.2ms    302    32
 819.9    278.1     8875.1     246   10.00   0.470    1.2ms    302    32
 820.4    277.5     9471.1       0   10.00   0.470    1.2ms    302    32
 820.9    277.5     7978.9     267   10.00   0.470    1.2ms    302    32
 821.4    277.5    11372.7     299   10.00   0.470    1.2ms    302    32
 821.9    277.6     9546.6     289    9.99   0.470    1.2ms    302    32
 822.4    277.6     7314.6     287   10.00   0.470    1.2ms    302    32
 822.9    277.6     7754.7     290   10.00   0.470    1.2ms    302    32
 823.4    277.6    10824.3     296   10.00   0.470    1.2ms    302    32
 823.9    277.6     8113.7     267   10.00   0.470    1.2ms    302    32
 824.4    277.6     7254.6     278   10.00   0.470    1.2ms    302    32
 824.9    277.6     9631.0     264   10.00   0.470    1.2ms    302    32
 825.4    277.6     6277.1     281   10.00   0.470    1.2ms    302    32
 825.9    277.6     9743.4     288   10.00   0.470    1.2ms    302    32
 826.4    277.6     8043.7     276   10.00   0.470    1.2ms    302    32
 826.9    277.7     8902.6     300   10.00   0.470    1.2ms    302    32
 827.4    277.7     6334.7     294   10.00   0.470    1.2ms    302    32
 827.9    277.7    10544.3     281   10.00   0.470    1.2ms    302    32
 828.5    277.7     9745.3     284   10.00   0.470    1.2ms    302    32
 829.0    277.7    10734.6     265   10.00   0.470    1.2ms    302    32
 829.5    277.7    13611.8     276   10.00   0.470    1.2ms    302    32
 830.0    277.7    12369.5     285   10.00   0.470    1.2ms    302    32
 830.5    277.7    13933.8     289   10.00   0.470    1.2ms    302    32
 831.0    277.8    11952.4     300   10.00   0.470    1.2ms    302    32
 831.5    277.8     9816.7     290   10.00   0.470    1.2ms    302    32
 832.0    277.8     8518.1     287    9.99   0.470    1.2ms    302    32
 832.5    277.8     9033.6     281   10.01   0.470    1.2ms    302    32
 833.0    277.8     6514.3     292   10.00   0.470    1.2ms    302    32
 833.5    277.9     9240.5     300   10.00   0.470    1.2ms    302    32
 834.0    277.9     8107.3     281   10.00   0.470    1.2ms    302    32
 834.5    277.9     8798.8     296   10.00   0.470    1.2ms    302    32
 835.0    277.9     6206.3     287   10.00   0.470    1.2ms    302    32
 835.5    277.9     5936.8     274   10.00   0.470    1.2ms    302    32
 836.0    278.0     6204.5     296   10.00   0.470    1.2ms    302    32
 836.5    278.0     7040.4     298   10.00   0.470    1.2ms    302    32
 837.0    277.9     7609.8     233   10.00   0.470    1.2ms    302    32
 837.5    277.9     4610.6     278   10.00   0.470    1.2ms    302    32
 838.0    277.9     6838.1     289    9.99   0.470    1.2ms    302    32
 838.5    277.9     7187.6     270   10.00   0.470    1.2ms    302    32
 839.0    277.9     6636.4     275   10.00   0.470    1.2ms    302    32
 839.6    278.0     5881.8     294   10.00   0.470    1.2ms    302    32
 840.1    278.0     7372.4     286   10.00   0.470    1.2ms    302    32
 840.6    278.0     7327.6     285   10.00   0.470    1.2ms    302    32
 841.1    278.0     6620.9     265   10.00   0.470    1.2ms    302    32
 841.6    278.0     8807.0     289   10.00   0.470    1.2ms    302    32
 842.1    278.0    10446.1     283   10.00   0.470    1.2ms    302    32
 842.6    278.0    10354.0     281    9.99   0.470    1.2ms    302    32
 843.1    278.0     9576.3     293   10.01   0.470    1.2ms    302    32
 843.6    278.0    11499.0     277    9.99   0.470    1.2ms    302    32
 844.1    278.0    10405.7     288   10.01   0.470    1.2ms    302    32
 844.6    278.0     9183.5     255   10.00   0.470    1.2ms    302    32
 845.1    278.0     5334.0     291   10.00   0.470    1.2ms    302    32
 845.6    278.1     9480.7     294    9.99   0.470    1.2ms    302    32
 846.1    278.1     7868.4     283   10.01   0.470    1.2ms    302    32
 846.6    278.0     6257.5     254   10.00   0.470    1.2ms    302    32
 847.1    278.0     5599.3     278   10.01   0.470    1.2ms    302    32
 847.6    278.0     6273.3     257   10.00   0.470    1.2ms    302    32
 848.1    278.0     7482.0     283   10.00   0.470    1.2ms    302    32
 848.6    278.0     8629.6     281   10.00   0.470    1.2ms    302    32
 849.1    278.0     9972.6     299   10.00   0.470    1.2ms    302    32
 849.6    278.0    11160.2     280   10.00   0.470    1.2ms    302    32
 850.1    278.0     9568.7     260   10.00   0.470    1.2ms    302    32
 850.7    277.9     7974.0     241   10.01   0.470    1.2ms    302    32
 851.2    277.9     7240.5     284   10.00   0.470    1.2ms    302    32
 851.7    277.9     4539.4     278   10.00   0.470    1.2ms    302    32
 852.2    278.0     6714.7     298   10.00   0.470    1.2ms    302    32
 852.7    278.0     9135.2     282   10.00   0.470    1.2ms    302    32
 853.2    278.0     7112.3     278   10.00   0.470    1.2ms    302    32
 853.7    278.0    10814.6     281   10.01   0.470    1.2ms    302    32
 854.2    278.0     6288.7     261   10.00   0.470    1.2ms    302    32
 854.7    278.0     6131.3     275   10.00   0.470    1.2ms    302    32
 855.2    278.0     5986.1     277   10.00   0.470    1.2ms    302    32
 855.7    278.0     6053.0     280   10.00   0.470    1.2ms    302    32
 856.2    277.9     7419.9     257   10.00   0.470    1.2ms    302    32
 856.7    277.9     9187.4     285   10.00   0.470    1.2ms    302    32
 857.2    277.9     9620.6     262   10.00   0.470    1.2ms    302    32
 857.7    277.9     6154.9     279   10.00   0.470    1.2ms    302    32
 858.2    277.9     7951.2     294   10.00   0.470    1.2ms    302    32
 858.7    277.9     5103.5     271   10.00   0.470    1.2ms    302    32
 859.2    277.9     6332.2     271   10.00   0.470    1.2ms    302    32
 859.7    277.9     3600.5     262   10.00   0.470    1.2ms    302    32
 860.2    277.9     4957.5     292   10.00   0.470    1.2ms    302    32
 860.7    277.9     4815.5     296   10.00   0.470    1.2ms    302    32
 861.2    277.9     4205.0     249   10.00   0.470    1.2ms    302    32
 861.7    277.9     4600.4     270   10.00   0.470    1.2ms    302    32
 862.2    277.8     3920.3     252   10.00   0.470    1.2ms    302    32
 862.8    277.8     4488.6     293   10.00   0.470    1.2ms    302    32
 863.3    277.9     3303.0     288   10.00   0.470    1.2ms    302    32
 863.8    277.9     3937.2     302   10.00   0.470    1.2ms    302    32
 864.3    277.9     5154.8     293   10.00   0.470    1.2ms    302    32
 864.8    278.0     4539.3     299   10.00   0.470    1.2ms    302    32
 865.3    278.0     7096.3     270   10.00   0.470    1.2ms    302    32
 865.8    278.0     5808.7     292   10.00   0.470    1.2ms    302    32
 866.3    278.0     7984.3     281   10.00   0.470    1.2ms    302    32
 866.8    278.0     5079.1     283   10.00   0.470    1.2ms    302    32
 867.3    278.0     8891.6     279   10.00   0.470    1.2ms    302    32
 867.8    278.0     8936.2     269   10.00   0.470    1.2ms    302    32
 868.3    278.0    10469.0     288   10.00   0.470    1.2ms    302    32
 868.8    278.1     6580.4     299   10.00   0.470    1.2ms    302    32
 869.3    278.0     6335.2     273   10.00   0.470    1.2ms    302    32
 869.8    278.1     8671.1     292    9.99   0.470    1.2ms    302    32
 870.3    278.1     8426.0     294   10.01   0.470    1.2ms    302    32
 870.8    278.1     6839.8     286   10.00   0.470    1.2ms    302    32
 871.3    278.2     7103.4     296   10.00   0.470    1.2ms    302    32
 871.8    278.2     4456.9     281    9.99   0.470    1.2ms    302    32
 872.3    278.2     4651.1     284   10.01   0.470    1.2ms    302    32
 872.9    278.1     4105.3     233   10.00   0.470    1.2ms    302    32
 873.4    278.1     4165.8     265   10.00   0.470    1.2ms    302    32
 873.9    278.0     4429.2     247   10.00   0.470    1.2ms    302    32
 874.4    278.0     4283.3     296   10.01   0.470    1.2ms    302    32
 874.9    278.1     7139.4     288   10.00   0.470    1.2ms    302    32
 875.4    278.1     6252.8     282   10.00   0.470    1.2ms    302    32
 875.9    277.5     5582.4       0   10.00   0.470    1.2ms    302    32
 876.4    277.5     5855.9     297   10.00   0.470    1.2ms    302    32
 876.9    277.6     6920.7     298    9.99   0.470    1.2ms    302    32
 877.4    277.6     7339.2     272   10.01   0.470    1.2ms    302    32
 877.9    277.6     7396.4     285   10.00   0.470    1.2ms    302    32
 878.4    277.6     7792.4     278   10.00   0.470    1.2ms    302    32
 878.9    277.6     7646.0     282   10.00   0.470    1.2ms    302    32
 879.4    277.6     9141.9     289   10.00   0.470    1.2ms    302    32
 879.9    277.6     6634.3     281   10.00   0.470    1.2ms    302    32
 880.4    277.6     8060.2     275   10.00   0.470    1.2ms    302    32
 880.9    277.6     9506.9     277   10.00   0.470    1.2ms    302    32
 881.4    277.6    11133.3     282   10.00   0.470    1.2ms    302    32
 882.0    277.7    12029.2     299   10.00   0.470    1.2ms    302    32
 882.5    277.7     7913.3     275   10.00   0.470    1.2ms    302    32
 883.0    277.7    11140.7     296   10.00   0.470    1.2ms    302    32
 883.5    277.7    11091.5     281   10.01   0.470    1.2ms    302    32
 884.0    277.7     5704.5     249   10.00   0.470    1.2ms    302    32
 884.5    277.7     9968.4     293   10.00   0.470    1.2ms    302    32
 885.0    277.7    11735.7     283   10.00   0.470    1.2ms    302    32
 885.5    277.7    10819.9     274   10.00   0.470    1.2ms    302    32
 886.0    277.7     8719.1     277    9.99   0.470    1.2ms    302    32
 886.5    277.7     6879.0     269   10.00   0.470    1.2ms    302    32
 887.0    277.7     9064.2     279   10.00   0.470    1.2ms    302    32
 887.5    277.7     6941.9     284   10.00   0.470    1.2ms    302    32
 888.0    277.7     6840.4     289   10.00   0.470    1.2ms    302    32
 888.5    277.7     7048.3     271    9.99   0.470    1.2ms    302    32
 889.0    277.7     5878.8     292   10.01   0.470    1.2ms    302    32
 889.5    277.8     7872.1     294    9.99   0.470    1.2ms    302    32
 890.0    277.8     7770.9     292   10.01   0.470    1.2ms    302    32
 890.5    277.7     6776.6     256   10.00   0.470    1.2ms    302    32
 891.0    277.7     8017.0     277    9.99   0.470    1.2ms    302    32
 891.5    277.8    10128.1     302   10.01   0.470    1.2ms    302    32
 892.0    277.8    11628.3     296   10.00   0.470    1.2ms    302    32
 892.5    277.8     8308.9     275   10.00   0.470    1.2ms    302    32
 893.1    277.8     8639.0     284   10.00   0.470    1.2ms    302    32
 893.6    277.8     7702.1     274   10.00   0.470    1.2ms    302    32
 894.1    277.8     9844.9     285   10.00   0.470    1.2ms    302    32
 894.6    277.3     6739.2       0    8.45   0.470    1.2ms    302    32
 895.1    276.7        0.0       0    0.00   0.470    1.2ms    302    32
 895.6    276.2        0.0       0    0.00   0.470    1.2ms    302    32
 896.1    275.6        0.0       0    0.00   0.470    1.2ms    302    32
 896.6    275.1        0.0       0    0.00   0.470    1.2ms    302    32
 897.1    274.5        0.0       0    0.00   0.470    1.2ms    302    32
 897.6    274.0        0.0       0    0.00   0.470    1.2ms    302    32
 898.1    273.4        0.0       0    0.00   0.470    1.2ms    302    32
 898.6    272.9        0.0       0    0.00   0.470    1.2ms    302    32
 899.1    272.3        0.0       0    0.00   0.470    1.2ms    302    32
 899.6    271.8        0.0       0    0.00   0.460    1.2ms    302    32
 900.1    271.2        0.0       0    0.00   0.460    1.2ms    302    32
 900.6    270.7        0.0       0    0.00   0.460    1.2ms    302    32
 901.1    270.2        0.0       0    0.00   0.460    1.2ms    302    32
 901.6    269.6        0.0       0    0.00   0.460    1.2ms    302    32
 902.1    269.1        0.0       0    0.00   0.460    1.2ms    302    32
