t_s,drop_rate_per_s,drops_experiment,backlog_pkts,throughput_mbps,state,active_flows,elephant_flows,target_ms,interval_ms,limit_pkts,ebpf_mode
21.74,5782.1429,95605,471,9.9952,HEAVY,0,0,3.28,65.6,670,tc-only
22.24,5849.3502,98549,410,10.0092,HEAVY,0,0,3.28,65.6,670,tc-only
22.75,6013.4949,101591,459,9.9888,HEAVY,0,0,3.28,65.6,670,tc-only
23.25,5999.4778,104622,455,10.0048,HEAVY,0,0,3.28,65.6,670,tc-only
23.76,6395.1117,107851,365,10.0033,HEAVY,0,0,3.28,65.6,670,tc-only
24.26,4744.7169,110251,479,9.9947,HEAVY,0,0,3.28,65.6,670,tc-only
24.77,4599.3197,112571,0,10.0069,HEAVY,0,0,3.28,65.6,670,tc-only
25.27,4115.9799,114655,472,9.9954,HEAVY,0,0,3.28,65.6,670,tc-only
25.79,4671.2910,117048,447,9.9963,HEAVY,0,0,2.95,59.0,603,tc-only
26.29,4584.8247,119367,476,10.0026,HEAVY,0,0,2.95,59.0,603,tc-only
26.80,4440.9226,121612,469,10.0017,HEAVY,0,0,2.95,59.0,603,tc-only
27.31,4705.6721,123998,459,9.9977,HEAVY,0,0,2.95,59.0,603,tc-only
27.81,5346.9554,126703,451,10.0007,HEAVY,0,0,2.95,59.0,603,tc-only
28.32,5721.0291,129601,451,9.9960,HEAVY,0,0,2.95,59.0,603,tc-only
28.82,5785.8839,132520,452,10.0084,HEAVY,0,0,2.95,59.0,603,tc-only
29.33,5654.8283,135375,421,9.9978,HEAVY,0,0,2.95,59.0,603,tc-only
29.83,4204.6279,137503,473,9.9965,HEAVY,0,0,2.95,59.0,603,tc-only
30.34,4526.4218,139789,467,10.0020,HEAVY,0,0,2.95,59.0,603,tc-only
30.85,5826.7969,142762,412,9.9996,HEAVY,0,0,2.66,53.1,542,tc-only
31.35,6178.2854,145885,426,9.9995,HEAVY,0,0,2.66,53.1,542,tc-only
31.86,5412.5095,148613,438,10.0013,HEAVY,0,0,2.66,53.1,542,tc-only
32.36,5844.9802,151570,418,10.0047,HEAVY,0,0,2.66,53.1,542,tc-only
32.87,6144.6800,154676,435,9.9955,HEAVY,0,0,2.66,53.1,542,tc-only
33.38,6431.8562,157928,423,9.9992,HEAVY,0,0,2.66,53.1,542,tc-only
33.88,6260.0169,161103,446,9.9960,HEAVY,0,0,2.66,53.1,542,tc-only
34.39,5921.6936,164086,409,10.0068,HEAVY,0,0,2.66,53.1,542,tc-only
34.89,5660.1552,166938,431,9.9947,HEAVY,0,0,2.66,53.1,542,tc-only
35.40,4830.8489,169381,461,10.0044,HEAVY,0,0,2.66,53.1,542,tc-only
35.91,5979.1261,172429,439,9.9981,HEAVY,0,0,2.39,50.0,487,tc-only
36.41,5770.0214,175351,462,9.9999,HEAVY,0,0,2.39,50.0,487,tc-only
36.92,7286.5169,179032,476,9.9981,HEAVY,0,0,2.39,50.0,487,tc-only
37.42,6864.4729,182493,386,10.0052,HEAVY,0,0,2.39,50.0,487,tc-only
37.93,6575.1303,185806,415,10.0000,HEAVY,0,0,2.39,50.0,487,tc-only
38.43,5944.7575,188804,408,9.9965,HEAVY,0,0,2.39,50.0,487,tc-only
38.93,6453.2061,192054,371,10.0070,HEAVY,0,0,2.39,50.0,487,tc-only
39.44,7216.9040,195694,389,9.9953,HEAVY,0,0,2.39,50.0,487,tc-only
39.94,6931.1821,199186,385,10.0012,HEAVY,0,0,2.39,50.0,487,tc-only
40.45,7351.0785,202892,404,9.9998,HEAVY,0,0,2.39,50.0,487,tc-only
40.95,9647.0320,207794,409,10.0002,HEAVY,0,0,2.15,50.0,438,tc-only
41.46,8602.2809,212132,415,9.9993,HEAVY,0,0,2.15,50.0,438,tc-only
41.96,6130.0154,215225,427,10.0019,HEAVY,0,0,2.15,50.0,438,tc-only
42.47,8968.8340,219758,409,9.9945,HEAVY,0,0,2.15,50.0,438,tc-only
42.97,8786.0476,224199,437,9.9978,HEAVY,0,0,2.15,50.0,438,tc-only
43.48,9385.2151,228949,427,10.0068,HEAVY,0,0,2.15,50.0,438,tc-only
43.98,8781.8060,233377,428,9.9982,HEAVY,0,0,2.15,50.0,438,tc-only
44.49,8673.0410,237764,409,9.9949,HEAVY,0,0,2.15,50.0,438,tc-only
45.00,9483.0285,242564,398,10.0026,HEAVY,0,0,2.15,50.0,438,tc-only
45.50,11714.0502,248473,405,10.0024,HEAVY,0,0,2.15,50.0,438,tc-only
46.01,15176.5841,256202,351,9.9997,HEAVY,0,0,1.94,50.0,394,tc-only
46.51,15945.9215,264256,366,10.0002,HEAVY,0,0,1.94,50.0,394,tc-only
47.02,15290.9919,271958,389,10.0005,HEAVY,0,0,1.94,50.0,394,tc-only
47.52,11320.5893,277692,371,9.9962,HEAVY,0,0,1.94,50.0,394,tc-only
48.03,9013.0420,282241,370,10.0017,HEAVY,0,0,1.94,50.0,394,tc-only
48.53,10173.9199,287376,370,10.0022,HEAVY,0,0,1.94,50.0,394,tc-only
49.04,9298.4823,292076,386,10.0010,HEAVY,0,0,1.94,50.0,394,tc-only
49.55,10534.2373,297401,392,10.0002,HEAVY,0,0,1.94,50.0,394,tc-only
50.05,11444.7076,303176,378,9.9981,HEAVY,0,0,1.94,50.0,394,tc-only
50.55,11977.1975,309220,375,10.0018,HEAVY,0,0,1.94,50.0,394,tc-only
51.06,14014.2116,316371,341,9.9981,HEAVY,0,0,1.74,50.0,354,tc-only
51.57,10491.3279,321661,329,10.0036,HEAVY,0,0,1.74,50.0,354,tc-only
52.07,12331.2463,327877,329,10.0001,HEAVY,0,0,1.74,50.0,354,tc-only
52.58,10143.7662,333008,338,9.9989,HEAVY,0,0,1.74,50.0,354,tc-only
53.08,7731.6973,336907,321,9.9960,HEAVY,0,0,1.74,50.0,354,tc-only
53.59,11086.0933,342505,324,10.0056,HEAVY,0,0,1.74,50.0,354,tc-only
54.09,9950.3208,347525,327,10.0005,HEAVY,0,0,1.74,50.0,354,tc-only
54.60,6987.0277,351053,344,9.9998,HEAVY,0,0,1.74,50.0,354,tc-only
55.10,6587.9141,354378,352,9.9973,HEAVY,0,0,1.74,50.0,354,tc-only
55.61,6958.3281,357893,347,10.0008,HEAVY,0,0,1.74,50.0,354,tc-only
56.12,12998.9126,364496,307,9.9984,HEAVY,0,0,1.57,50.0,318,tc-only
56.62,14336.3595,371720,286,9.9995,HEAVY,0,0,1.57,50.0,318,tc-only
57.12,14615.9935,379086,299,10.0022,HEAVY,0,0,1.57,50.0,318,tc-only
57.63,14631.3230,386471,296,10.0016,HEAVY,0,0,1.57,50.0,318,tc-only
58.13,13855.5835,393466,307,9.9942,HEAVY,0,0,1.57,50.0,318,tc-only
58.64,13215.6241,400147,314,9.9991,HEAVY,0,0,1.57,50.0,318,tc-only
59.14,13140.1654,406790,287,10.0002,HEAVY,0,0,1.57,50.0,318,tc-only
59.65,13326.8137,413526,307,10.0022,HEAVY,0,0,1.57,50.0,318,tc-only
60.15,11929.3994,419554,312,9.9998,HEAVY,0,0,1.57,50.0,318,tc-only
60.66,13193.3338,426206,297,10.0042,HEAVY,0,0,1.57,50.0,318,tc-only
61.17,18615.7018,435654,271,9.9976,HEAVY,0,0,1.41,50.0,286,tc-only
61.67,18782.0899,445112,276,10.0029,HEAVY,0,0,1.41,50.0,286,tc-only
62.17,18130.3245,454240,285,9.9965,HEAVY,0,0,1.41,50.0,286,tc-only
62.68,16254.6847,462431,280,10.0012,HEAVY,0,0,1.41,50.0,286,tc-only
63.18,17474.2897,471233,264,10.0000,HEAVY,0,0,1.41,50.0,286,tc-only
63.68,17367.3690,479980,264,10.0000,HEAVY,0,0,1.41,50.0,286,tc-only
64.19,16107.8717,488112,273,9.9984,HEAVY,0,0,1.41,50.0,286,tc-only
64.69,15737.1127,496057,271,10.0004,HEAVY,0,0,1.41,50.0,286,tc-only
65.20,16202.9375,504213,273,10.0027,HEAVY,0,0,1.41,50.0,286,tc-only
65.70,17888.6730,513236,274,9.9969,HEAVY,0,0,1.41,50.0,286,tc-only
66.21,22406.7464,524602,234,10.0040,HEAVY,0,0,1.27,50.0,257,tc-only
66.71,20617.5319,535011,244,9.9944,HEAVY,0,0,1.27,50.0,257,tc-only
67.22,21306.6827,545779,249,10.0035,HEAVY,0,0,1.27,50.0,257,tc-only
67.72,22546.5073,557162,257,9.9959,HEAVY,0,0,1.27,50.0,257,tc-only
68.23,19469.1214,566967,252,10.0040,HEAVY,0,0,1.27,50.0,257,tc-only
68.73,16906.8776,575515,251,9.9983,HEAVY,0,0,1.27,50.0,257,tc-only
69.24,18061.4235,584622,233,10.0003,HEAVY,0,0,1.27,50.0,257,tc-only
69.74,20235.1246,594820,254,10.0000,HEAVY,0,0,1.27,50.0,257,tc-only
70.25,19889.8401,604845,256,10.0017,HEAVY,0,0,1.27,50.0,257,tc-only
70.75,21294.0760,615577,246,9.9980,HEAVY,0,0,1.27,50.0,257,tc-only
71.26,21461.1184,626470,241,10.0010,HEAVY,0,0,1.14,50.0,256,tc-only
71.76,21650.2877,637388,227,10.0001,HEAVY,0,0,1.14,50.0,256,tc-only
72.27,21217.4655,648097,255,9.9998,HEAVY,0,0,1.14,50.0,256,tc-only
72.77,23344.1141,659863,255,10.0011,HEAVY,0,0,1.14,50.0,256,tc-only
73.28,22040.6768,671005,248,9.9956,HEAVY,0,0,1.14,50.0,256,tc-only
73.78,15209.3729,678695,245,9.9986,HEAVY,0,0,1.14,50.0,256,tc-only
74.29,14837.1564,686192,237,10.0075,HEAVY,0,0,1.14,50.0,256,tc-only
74.79,17947.9254,695240,241,9.9982,HEAVY,0,0,1.14,50.0,256,tc-only
75.30,18320.7138,704485,249,9.9989,HEAVY,0,0,1.14,50.0,256,tc-only
75.80,17420.7879,713289,246,9.9970,HEAVY,0,0,1.14,50.0,256,tc-only
76.31,17113.5404,721992,248,10.0049,HEAVY,0,0,1.03,50.0,256,tc-only
76.81,15716.8351,729937,248,9.9968,HEAVY,0,0,1.03,50.0,256,tc-only
77.32,17917.3867,738975,246,10.0015,HEAVY,0,0,1.03,50.0,256,tc-only
77.82,16308.1537,747196,251,10.0017,HEAVY,0,0,1.03,50.0,256,tc-only
78.33,18412.5588,756487,246,9.9952,HEAVY,0,0,1.03,50.0,256,tc-only
78.83,18791.8867,765986,232,10.0000,HEAVY,0,0,1.03,50.0,256,tc-only
79.34,16499.3148,774302,251,10.0033,HEAVY,0,0,1.03,50.0,256,tc-only
79.84,19116.2799,783930,248,9.9990,HEAVY,0,0,1.03,50.0,256,tc-only
80.34,19884.8096,793938,253,10.0040,HEAVY,0,0,1.03,50.0,256,tc-only
80.85,20138.5073,804098,247,9.9947,HEAVY,0,0,1.03,50.0,256,tc-only
81.36,8294.5804,808306,0,4.2000,HEAVY,0,0,1.03,50.0,256,tc-only
81.87,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
82.37,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
82.88,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
83.39,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
83.90,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
84.40,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
84.91,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
85.42,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
85.93,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
86.44,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
86.94,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
87.45,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
87.96,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
88.47,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
88.98,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
89.48,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
89.99,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
90.50,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
91.01,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
91.52,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
92.03,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
92.54,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
93.04,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
93.55,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
94.06,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
94.57,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
95.07,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
95.58,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
96.09,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
96.60,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
97.11,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
97.61,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
98.12,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
98.63,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
99.14,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
99.65,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
100.16,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
100.66,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
101.17,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
101.68,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
102.19,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
102.70,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
103.20,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
103.71,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
104.22,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
104.72,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
105.23,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
105.74,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
106.25,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
106.75,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
107.26,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
107.77,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
108.27,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
108.78,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
109.29,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
109.79,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
110.29,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
110.80,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
111.31,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
111.81,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
112.32,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
112.83,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
113.34,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
113.84,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
114.35,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
114.86,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
115.36,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
115.87,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
116.37,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
116.88,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
117.39,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
117.90,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
118.40,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
118.91,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
119.42,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
119.92,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
120.43,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
120.94,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
121.45,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
121.95,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
122.46,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
122.97,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
123.47,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
123.98,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
124.48,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
124.99,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
125.49,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
126.00,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
126.50,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
127.01,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
127.52,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
128.02,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
128.53,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
129.03,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
129.54,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
130.05,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
130.55,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
131.06,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
131.56,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
132.07,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
132.58,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
133.08,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
133.59,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
134.10,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
134.60,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
135.11,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
135.62,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
136.13,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
136.63,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
137.14,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
137.65,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
138.16,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
138.66,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
139.17,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
139.68,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
140.19,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
140.69,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
141.20,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
141.70,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
142.21,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
142.71,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
143.21,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
143.72,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
144.22,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
144.73,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
145.23,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
145.73,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
146.24,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
146.74,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
147.24,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
147.75,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
148.25,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
148.76,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
149.26,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
149.76,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
150.27,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
150.77,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
151.28,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
151.78,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
152.29,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
152.79,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
153.29,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
153.80,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
154.30,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
154.80,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
155.31,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
155.81,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
156.31,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
156.82,0.0000,808306,0,0.0000,NORMAL,0,0,1.03,50.0,256,tc-only
