t,wall,drop_rate,backlog,throughput_mbps,active_flows,elephant_flows,elephant_ratio,state,target_ms,limit_pkts,mode
11.65,06:31:15,847.0,443,9.997,0,0,0.000,HEAVY,4.50,921,tc-only
12.15,06:31:16,1025.0,422,9.998,0,0,0.000,HEAVY,4.50,921,tc-only
12.66,06:31:16,1195.7,420,9.998,0,0,0.000,HEAVY,4.50,921,tc-only
13.17,06:31:17,1386.7,432,10.006,0,0,0.000,HEAVY,4.50,921,tc-only
13.67,06:31:17,1575.5,429,9.996,0,0,0.000,HEAVY,4.50,921,tc-only
14.18,06:31:18,1774.0,450,10.005,0,0,0.000,HEAVY,4.05,829,tc-only
14.69,06:31:18,1972.7,443,9.989,0,0,0.000,HEAVY,4.05,829,tc-only
15.20,06:31:19,2183.7,435,10.010,0,0,0.000,HEAVY,4.05,829,tc-only
15.70,06:31:19,2354.5,433,9.997,0,0,0.000,HEAVY,4.05,829,tc-only
16.21,06:31:20,2571.1,438,10.002,0,0,0.000,HEAVY,4.05,829,tc-only
16.71,06:31:20,2742.1,425,10.000,0,0,0.000,HEAVY,4.05,829,tc-only
17.22,06:31:21,2785.8,411,10.003,0,0,0.000,HEAVY,3.65,746,tc-only
17.73,06:31:21,2653.3,436,9.992,0,0,0.000,HEAVY,3.65,746,tc-only
18.23,06:31:22,2836.8,439,10.009,0,0,0.000,HEAVY,3.65,746,tc-only
18.74,06:31:22,2845.9,451,10.000,0,0,0.000,HEAVY,3.65,746,tc-only
19.24,06:31:23,2952.8,431,10.001,0,0,0.000,HEAVY,3.65,746,tc-only
19.75,06:31:23,3025.2,402,9.999,0,0,0.000,HEAVY,3.65,746,tc-only
20.25,06:31:24,3042.0,398,10.000,0,0,0.000,HEAVY,3.28,671,tc-only
20.76,06:31:24,3156.4,438,10.000,0,0,0.000,HEAVY,3.28,671,tc-only
21.26,06:31:25,3365.3,458,9.995,0,0,0.000,HEAVY,3.28,671,tc-only
21.77,06:31:25,3560.3,420,10.000,0,0,0.000,HEAVY,3.28,671,tc-only
22.27,06:31:26,3775.5,435,10.007,0,0,0.000,HEAVY,3.28,671,tc-only
22.78,06:31:26,3555.1,387,9.998,0,0,0.000,HEAVY,3.28,671,tc-only
23.28,06:31:27,3370.3,444,10.000,0,0,0.000,HEAVY,2.95,604,tc-only
23.79,06:31:27,2986.0,416,9.998,0,0,0.000,HEAVY,2.95,604,tc-only
24.29,06:31:28,2944.3,450,9.998,0,0,0.000,HEAVY,2.95,604,tc-only
24.80,06:31:28,3117.1,413,10.000,0,0,0.000,HEAVY,2.95,604,tc-only
25.31,06:31:29,3325.7,448,9.996,0,0,0.000,HEAVY,2.95,604,tc-only
25.81,06:31:29,3520.9,469,10.002,0,0,0.000,HEAVY,2.95,604,tc-only
26.32,06:31:30,3468.2,445,10.003,0,0,0.000,HEAVY,2.66,544,tc-only
26.83,06:31:30,3440.4,480,10.001,0,0,0.000,HEAVY,2.66,544,tc-only
27.33,06:31:31,3370.6,470,9.998,0,0,0.000,HEAVY,2.66,544,tc-only
27.84,06:31:31,3734.0,417,10.002,0,0,0.000,HEAVY,2.66,544,tc-only
28.34,06:31:32,3591.8,462,10.003,0,0,0.000,HEAVY,2.66,544,tc-only
28.84,06:31:32,3592.2,447,10.000,0,0,0.000,HEAVY,2.66,544,tc-only
29.35,06:31:33,3594.9,449,9.999,0,0,0.000,HEAVY,2.39,489,tc-only
29.86,06:31:33,3808.0,427,10.001,0,0,0.000,HEAVY,2.39,489,tc-only
30.36,06:31:34,4006.7,419,10.000,0,0,0.000,HEAVY,2.39,489,tc-only
30.86,06:31:34,4207.4,479,9.998,0,0,0.000,HEAVY,2.39,489,tc-only
31.37,06:31:35,4411.4,395,10.001,0,0,0.000,HEAVY,2.39,489,tc-only
31.87,06:31:35,4305.2,440,10.002,0,0,0.000,HEAVY,2.39,489,tc-only
32.37,06:31:36,4204.5,369,10.001,0,0,0.000,HEAVY,2.15,440,tc-only
32.88,06:31:36,4661.4,396,9.999,0,0,0.000,HEAVY,2.15,440,tc-only
33.39,06:31:37,4874.9,414,9.998,0,0,0.000,HEAVY,2.15,440,tc-only
33.89,06:31:37,5066.6,393,9.998,0,0,0.000,HEAVY,2.15,440,tc-only
34.39,06:31:38,4968.6,392,10.003,0,0,0.000,HEAVY,2.15,440,tc-only
34.90,06:31:38,3980.4,397,10.000,0,0,0.000,HEAVY,2.15,440,tc-only
35.40,06:31:39,3677.5,482,10.003,0,0,0.000,HEAVY,1.94,396,tc-only
35.91,06:31:39,4045.2,382,9.998,0,0,0.000,HEAVY,1.94,396,tc-only
36.41,06:31:40,4035.5,424,10.000,0,0,0.000,HEAVY,1.94,396,tc-only
36.92,06:31:40,3547.3,477,9.998,0,0,0.000,HEAVY,1.94,396,tc-only
37.42,06:31:41,3688.9,403,10.002,0,0,0.000,HEAVY,1.94,396,tc-only
37.93,06:31:41,3369.2,265,9.999,0,0,0.000,HEAVY,1.94,396,tc-only
38.43,06:31:42,2318.1,461,10.001,0,0,0.000,HEAVY,1.74,357,tc-only
38.94,06:31:42,3256.8,457,10.000,0,0,0.000,HEAVY,1.74,357,tc-only
39.44,06:31:43,3465.4,463,9.999,0,0,0.000,HEAVY,1.74,357,tc-only
39.95,06:31:43,3665.0,453,10.001,0,0,0.000,HEAVY,1.74,357,tc-only
40.45,06:31:44,3769.8,422,10.002,0,0,0.000,HEAVY,1.74,357,tc-only
40.95,06:31:44,3645.8,470,9.997,0,0,0.000,HEAVY,1.74,357,tc-only
41.48,06:31:45,1472.3,189,9.486,0,0,0.000,HEAVY,1.57,321,tc-only
42.09,06:31:46,367.7,388,10.002,0,0,0.000,HEAVY,1.57,321,tc-only
42.59,06:31:46,379.1,427,9.993,0,0,0.000,HEAVY,1.57,321,tc-only
43.10,06:31:47,581.8,468,10.007,0,0,0.000,HEAVY,1.57,321,tc-only
43.60,06:31:47,781.9,446,10.000,0,0,0.000,HEAVY,1.57,321,tc-only
44.11,06:31:48,991.2,478,10.001,0,0,0.000,HEAVY,1.57,321,tc-only
44.61,06:31:48,1186.4,443,10.000,0,0,0.000,HEAVY,1.41,289,tc-only
45.12,06:31:49,1344.7,444,10.001,0,0,0.000,HEAVY,1.41,289,tc-only
45.62,06:31:49,1581.8,471,9.992,0,0,0.000,HEAVY,1.41,289,tc-only
46.13,06:31:50,1783.1,474,10.003,0,0,0.000,HEAVY,1.41,289,tc-only
46.63,06:31:50,1983.5,475,10.005,0,0,0.000,HEAVY,1.41,289,tc-only
47.13,06:31:51,2187.8,464,10.000,0,0,0.000,HEAVY,1.41,289,tc-only
47.64,06:31:51,2384.4,417,9.996,0,0,0.000,HEAVY,1.27,260,tc-only
48.15,06:31:52,2463.9,434,10.005,0,0,0.000,HEAVY,1.27,260,tc-only
48.65,06:31:52,2722.0,469,10.000,0,0,0.000,HEAVY,1.27,260,tc-only
49.16,06:31:53,2896.2,472,9.997,0,0,0.000,HEAVY,1.27,260,tc-only
49.66,06:31:53,3045.2,489,9.999,0,0,0.000,HEAVY,1.27,260,tc-only
50.16,06:31:54,3314.3,481,10.002,0,0,0.000,HEAVY,1.27,260,tc-only
50.67,06:31:54,3517.7,466,10.001,0,0,0.000,HEAVY,1.14,256,tc-only
51.18,06:31:55,3719.9,484,9.999,0,0,0.000,HEAVY,1.14,256,tc-only
51.71,06:31:55,2843.2,82,9.995,0,0,0.000,HEAVY,1.14,256,tc-only
52.22,06:31:56,327.3,468,8.519,0,0,0.000,HEAVY,1.14,256,tc-only
52.72,06:31:56,2920.4,475,10.001,0,0,0.000,HEAVY,1.14,256,tc-only
53.22,06:31:57,3111.9,457,10.000,0,0,0.000,HEAVY,1.14,256,tc-only
53.73,06:31:57,3297.1,471,10.000,0,0,0.000,HEAVY,1.03,256,tc-only
54.23,06:31:58,3219.4,489,9.999,0,0,0.000,HEAVY,1.03,256,tc-only
54.74,06:31:58,3196.6,449,10.000,0,0,0.000,HEAVY,1.03,256,tc-only
55.24,06:31:59,3352.2,417,10.000,0,0,0.000,HEAVY,1.03,256,tc-only
55.74,06:31:59,3363.5,411,10.000,0,0,0.000,HEAVY,1.03,256,tc-only
56.25,06:32:00,3056.1,404,9.996,0,0,0.000,HEAVY,1.03,256,tc-only
56.75,06:32:00,2851.0,391,10.001,0,0,0.000,HEAVY,1.00,256,tc-only
57.26,06:32:01,2967.2,481,10.002,0,0,0.000,HEAVY,1.00,256,tc-only
57.76,06:32:01,2693.7,461,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
58.27,06:32:02,2884.7,429,10.001,0,0,0.000,HEAVY,1.00,256,tc-only
58.77,06:32:02,3152.4,470,10.002,0,0,0.000,HEAVY,1.00,256,tc-only
59.27,06:32:03,3362.7,430,9.999,0,0,0.000,HEAVY,1.00,256,tc-only
59.78,06:32:03,3449.7,455,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
60.29,06:32:04,3625.8,358,9.997,0,0,0.000,HEAVY,1.00,256,tc-only
60.79,06:32:04,3445.4,390,10.001,0,0,0.000,HEAVY,1.00,256,tc-only
61.29,06:32:05,2929.0,439,9.998,0,0,0.000,HEAVY,1.00,256,tc-only
61.80,06:32:05,2745.5,430,10.003,0,0,0.000,HEAVY,1.00,256,tc-only
62.30,06:32:06,2831.1,468,9.997,0,0,0.000,HEAVY,1.00,256,tc-only
62.81,06:32:06,2686.0,470,10.003,0,0,0.000,HEAVY,1.00,256,tc-only
63.31,06:32:07,2985.2,463,9.999,0,0,0.000,HEAVY,1.00,256,tc-only
63.82,06:32:07,2817.9,437,9.999,0,0,0.000,HEAVY,1.00,256,tc-only
64.32,06:32:08,2626.5,397,10.001,0,0,0.000,HEAVY,1.00,256,tc-only
64.83,06:32:08,2599.9,476,9.992,0,0,0.000,HEAVY,1.00,256,tc-only
65.33,06:32:09,2907.0,411,10.009,0,0,0.000,HEAVY,1.00,256,tc-only
65.84,06:32:09,3109.5,479,9.992,0,0,0.000,HEAVY,1.00,256,tc-only
66.35,06:32:10,3311.3,457,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
66.86,06:32:10,3513.5,450,10.003,0,0,0.000,HEAVY,1.00,256,tc-only
67.36,06:32:11,3722.5,462,10.005,0,0,0.000,HEAVY,1.00,256,tc-only
67.87,06:32:11,3926.8,412,10.003,0,0,0.000,HEAVY,1.00,256,tc-only
68.37,06:32:12,4122.3,450,9.998,0,0,0.000,HEAVY,1.00,256,tc-only
68.87,06:32:12,4056.4,396,9.998,0,0,0.000,HEAVY,1.00,256,tc-only
69.38,06:32:13,3388.5,159,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
69.89,06:32:13,350.7,328,9.998,0,0,0.000,HEAVY,1.00,256,tc-only
70.39,06:32:14,250.3,466,10.004,0,0,0.000,HEAVY,1.00,256,tc-only
70.89,06:32:14,457.0,462,9.999,0,0,0.000,HEAVY,1.00,256,tc-only
71.40,06:32:15,661.5,481,10.001,0,0,0.000,HEAVY,1.00,256,tc-only
71.90,06:32:15,834.7,472,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
72.41,06:32:16,1050.6,487,9.999,0,0,0.000,HEAVY,1.00,256,tc-only
72.91,06:32:16,1199.3,470,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
73.42,06:32:17,1408.4,455,9.999,0,0,0.000,HEAVY,1.00,256,tc-only
73.92,06:32:17,1612.8,466,9.999,0,0,0.000,HEAVY,1.00,256,tc-only
74.42,06:32:18,1813.1,442,10.002,0,0,0.000,HEAVY,1.00,256,tc-only
74.93,06:32:18,2014.9,451,9.998,0,0,0.000,HEAVY,1.00,256,tc-only
75.44,06:32:19,2216.6,426,9.998,0,0,0.000,HEAVY,1.00,256,tc-only
75.94,06:32:19,2421.1,443,9.996,0,0,0.000,HEAVY,1.00,256,tc-only
76.45,06:32:20,2555.9,412,10.002,0,0,0.000,HEAVY,1.00,256,tc-only
76.96,06:32:20,2615.4,432,9.998,0,0,0.000,HEAVY,1.00,256,tc-only
77.46,06:32:21,2776.4,399,10.008,0,0,0.000,HEAVY,1.00,256,tc-only
77.96,06:32:21,2892.4,436,10.001,0,0,0.000,HEAVY,1.00,256,tc-only
78.47,06:32:22,3206.5,462,9.998,0,0,0.000,HEAVY,1.00,256,tc-only
78.98,06:32:22,3405.6,445,9.998,0,0,0.000,HEAVY,1.00,256,tc-only
79.48,06:32:23,3426.5,473,9.998,0,0,0.000,HEAVY,1.00,256,tc-only
79.99,06:32:23,3503.5,422,9.999,0,0,0.000,HEAVY,1.00,256,tc-only
80.49,06:32:24,3178.3,396,10.006,0,0,0.000,HEAVY,1.00,256,tc-only
80.99,06:32:24,3548.0,467,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
81.50,06:32:25,3800.2,447,9.997,0,0,0.000,HEAVY,1.00,256,tc-only
82.01,06:32:25,4009.1,453,10.002,0,0,0.000,HEAVY,1.00,256,tc-only
82.51,06:32:26,4217.3,403,9.997,0,0,0.000,HEAVY,1.00,256,tc-only
83.01,06:32:26,3783.4,435,10.001,0,0,0.000,HEAVY,1.00,256,tc-only
